SequencedSampleID,SequencingType,DateSequencing,SampleContent,BatchID,CurrentConsensusID,SampleID,TimestampCreated,TimestampUpdated
SequencedSample-749191,live,2022-12-25,RNA,Batch-665357,Consensus-513622,Sample-343632,2025-02-03 14:09:00.000708,2025-02-03 14:09:00.000708
SequencedSample-879638,Hogwarts_sequencing_sent_to_Panem,2021-09-21,RNA,Batch-665357,Consensus-257820,Sample-347806,2025-02-03 14:09:00.000725,2025-02-03 14:09:00.000725
SequencedSample-651015,Hogwarts_sequencing_sent_to_Panem,2021-08-15,RNA,Batch-665357,Consensus-591252,Sample-145738,2025-02-03 14:09:00.000742,2025-02-03 14:09:00.000743
SequencedSample-535542,Hogwarts_sequencing_sent_to_Panem,2021-11-04,RNA,Batch-665357,Consensus-397362,Sample-999640,2025-02-03 14:09:00.000763,2025-02-03 14:09:00.000764
SequencedSample-492787,hostital,2023-05-10,RNA,Batch-665357,Consensus-633770,Sample-435559,2025-02-03 14:09:00.000780,2025-02-03 14:09:00.000781
SequencedSample-943616,Hogwarts_sequencing_sent_to_Panem,2021-08-23,RNA,Batch-665357,Consensus-674135,Sample-998904,2025-02-03 14:09:00.000797,2025-02-03 14:09:00.000798
SequencedSample-094465,hospital_sequencing,2023-10-22,RNA,Batch-665357,Consensus-622699,Sample-096765,2025-02-03 14:09:00.000814,2025-02-03 14:09:00.000815
SequencedSample-618370,project,2023-05-07,RNA,Batch-665357,Consensus-773540,Sample-939693,2025-02-03 14:09:00.000831,2025-02-03 14:09:00.000832
SequencedSample-886594,live,2023-01-13,RNA,Batch-665357,Consensus-667954,Sample-374160,2025-02-03 14:09:00.000852,2025-02-03 14:09:00.000853
SequencedSample-480243,live,2023-11-14,RNA,Batch-665357,Consensus-382833,Sample-888388,2025-02-03 14:09:00.000874,2025-02-03 14:09:00.000875
SequencedSample-977162,Panem_sequencing,2023-04-17,RNA,Batch-665357,Consensus-045588,Sample-203443,2025-02-03 14:09:00.000891,2025-02-03 14:09:00.000892
SequencedSample-588613,test,2023-06-07,RNA,Batch-665357,Consensus-459236,Sample-225671,2025-02-03 14:09:00.000907,2025-02-03 14:09:00.000908
SequencedSample-966427,project,2024-04-05,RNA,Batch-665357,Consensus-229326,Sample-349690,2025-02-03 14:09:00.000924,2025-02-03 14:09:00.000925
SequencedSample-462630,project,2021-01-21,RNA,Batch-665357,Consensus-479448,Sample-894006,2025-02-03 14:09:00.000946,2025-02-03 14:09:00.000946
SequencedSample-205747,live,2022-07-18,RNA,Batch-665357,Consensus-421961,Sample-011234,2025-02-03 14:09:00.000963,2025-02-03 14:09:00.000963
SequencedSample-512840,Panem_sequencing,2023-12-25,RNA,Batch-665357,Consensus-320376,Sample-851388,2025-02-03 14:09:00.000985,2025-02-03 14:09:00.000985
SequencedSample-440997,Panem_sequencing,2020-10-19,RNA,Batch-665357,Consensus-585335,Sample-994785,2025-02-03 14:09:00.001002,2025-02-03 14:09:00.001003
SequencedSample-053654,Hogwarts_sequencing_sent_to_Panem,2023-05-14,RNA,Batch-665357,Consensus-213109,Sample-069989,2025-02-03 14:09:00.001019,2025-02-03 14:09:00.001020
SequencedSample-508353,Hogwarts_sequencing_sent_to_Panem,2022-12-23,RNA,Batch-665357,Consensus-110211,Sample-047491,2025-02-03 14:09:00.001041,2025-02-03 14:09:00.001041
SequencedSample-081789,test,2022-10-29,RNA,Batch-665357,Consensus-703544,Sample-498166,2025-02-03 14:09:00.001058,2025-02-03 14:09:00.001058
SequencedSample-449362,live,2020-11-06,RNA,Batch-665357,Consensus-411333,Sample-670310,2025-02-03 14:09:00.001079,2025-02-03 14:09:00.001080
SequencedSample-647792,Panem_sequencing,2023-09-14,RNA,Batch-665357,Consensus-670907,Sample-756083,2025-02-03 14:09:00.001096,2025-02-03 14:09:00.001097
SequencedSample-941131,hospital_sequencing,2022-12-03,RNA,Batch-665357,Consensus-060234,Sample-101296,2025-02-03 14:09:00.001117,2025-02-03 14:09:00.001118
SequencedSample-516198,historic,2023-06-08,RNA,Batch-665357,Consensus-725540,Sample-602215,2025-02-03 14:09:00.001134,2025-02-03 14:09:00.001135
SequencedSample-992573,Panem_sequencing,2021-10-19,RNA,Batch-665357,Consensus-137463,Sample-279302,2025-02-03 14:09:00.001151,2025-02-03 14:09:00.001152
SequencedSample-010373,historic,2021-06-16,RNA,Batch-665357,Consensus-398981,Sample-934371,2025-02-03 14:09:00.001168,2025-02-03 14:09:00.001168
SequencedSample-120374,Hogwarts_sequencing_sent_to_Panem,2023-04-21,RNA,Batch-665357,Consensus-878116,Sample-500473,2025-02-03 14:09:00.001185,2025-02-03 14:09:00.001185
SequencedSample-916622,hospital_sequencing,2024-09-30,RNA,Batch-665357,Consensus-358627,Sample-024452,2025-02-03 14:09:00.001201,2025-02-03 14:09:00.001202
SequencedSample-400694,hospital_sequencing,2020-11-28,RNA,Batch-665357,Consensus-649920,Sample-594631,2025-02-03 14:09:00.001224,2025-02-03 14:09:00.001224
SequencedSample-495322,historic,2020-12-08,RNA,Batch-665357,Consensus-207171,Sample-997609,2025-02-03 14:09:00.001245,2025-02-03 14:09:00.001246
SequencedSample-148563,live,2024-03-17,RNA,Batch-665357,Consensus-961276,Sample-700148,2025-02-03 14:09:00.001266,2025-02-03 14:09:00.001267
SequencedSample-542591,hospital_sequencing,2022-03-31,RNA,Batch-665357,Consensus-649818,Sample-015057,2025-02-03 14:09:00.001284,2025-02-03 14:09:00.001285
SequencedSample-964583,Hogwarts_sequencing_sent_to_Panem,2024-08-02,RNA,Batch-665357,Consensus-712008,Sample-220910,2025-02-03 14:09:00.001302,2025-02-03 14:09:00.001302
SequencedSample-551779,live,2022-01-01,RNA,Batch-665357,Consensus-279729,Sample-415885,2025-02-03 14:09:00.001323,2025-02-03 14:09:00.001324
SequencedSample-705671,test,2024-02-04,RNA,Batch-665357,Consensus-055494,Sample-755443,2025-02-03 14:09:00.001345,2025-02-03 14:09:00.001346
SequencedSample-855517,Panem_sequencing,2021-07-21,RNA,Batch-665357,Consensus-799461,Sample-457332,2025-02-03 14:09:00.001362,2025-02-03 14:09:00.001363
SequencedSample-186337,Hogwarts_sequencing_sent_to_Panem,2023-01-16,RNA,Batch-665357,Consensus-926859,Sample-349584,2025-02-03 14:09:00.001383,2025-02-03 14:09:00.001384
SequencedSample-889489,Hogwarts_sequencing_sent_to_Panem,2021-12-22,RNA,Batch-665357,Consensus-559234,Sample-900101,2025-02-03 14:09:00.001404,2025-02-03 14:09:00.001405
SequencedSample-428322,Hogwarts_sequencing_sent_to_Panem,2022-01-15,RNA,Batch-665357,Consensus-601527,Sample-727277,2025-02-03 14:09:00.001425,2025-02-03 14:09:00.001426
SequencedSample-890170,live,2023-08-13,RNA,Batch-665357,Consensus-970342,Sample-086449,2025-02-03 14:09:00.001442,2025-02-03 14:09:00.001443
SequencedSample-378404,Panem_sequencing,2021-04-12,RNA,Batch-665357,Consensus-054392,Sample-414762,2025-02-03 14:09:00.001459,2025-02-03 14:09:00.001460
SequencedSample-555519,Panem_sequencing,2024-08-27,RNA,Batch-665357,Consensus-042851,Sample-639840,2025-02-03 14:09:00.001476,2025-02-03 14:09:00.001476
SequencedSample-527917,project,2023-09-15,RNA,Batch-851701,Consensus-565791,Sample-444161,2025-02-03 14:09:00.001493,2025-02-03 14:09:00.001494
SequencedSample-580065,hostital,2024-09-12,RNA,Batch-851701,Consensus-668382,Sample-140892,2025-02-03 14:09:00.001510,2025-02-03 14:09:00.001510
SequencedSample-171899,Panem_sequencing,2022-07-03,RNA,Batch-851701,Consensus-592069,Sample-593961,2025-02-03 14:09:00.001526,2025-02-03 14:09:00.001527
SequencedSample-195494,test,2024-06-25,RNA,Batch-851701,Consensus-082898,Sample-846025,2025-02-03 14:09:00.001543,2025-02-03 14:09:00.001544
SequencedSample-612427,Panem_sequencing,2023-06-28,RNA,Batch-851701,Consensus-043942,Sample-731239,2025-02-03 14:09:00.001560,2025-02-03 14:09:00.001561
SequencedSample-182405,live,2023-05-22,RNA,Batch-851701,Consensus-711410,Sample-502080,2025-02-03 14:09:00.001577,2025-02-03 14:09:00.001578
SequencedSample-385600,project,2021-08-30,RNA,Batch-851701,Consensus-856724,Sample-253893,2025-02-03 14:09:00.001594,2025-02-03 14:09:00.001595
SequencedSample-436770,hospital_sequencing,2023-10-09,RNA,Batch-851701,Consensus-795591,Sample-880131,2025-02-03 14:09:00.001611,2025-02-03 14:09:00.001612
SequencedSample-999245,hostital,2024-01-10,RNA,Batch-851701,Consensus-067567,Sample-030402,2025-02-03 14:09:00.001632,2025-02-03 14:09:00.001633
SequencedSample-038447,historic,2023-03-14,RNA,Batch-851701,Consensus-203360,Sample-054552,2025-02-03 14:09:00.001653,2025-02-03 14:09:00.001654
SequencedSample-403410,Panem_sequencing,2021-11-28,RNA,Batch-851701,Consensus-962496,Sample-784035,2025-02-03 14:09:00.001675,2025-02-03 14:09:00.001676
SequencedSample-339233,project,2020-10-19,RNA,Batch-851701,Consensus-921258,Sample-566525,2025-02-03 14:09:00.001692,2025-02-03 14:09:00.001693
SequencedSample-231931,test,2023-11-13,RNA,Batch-851701,Consensus-478545,Sample-585805,2025-02-03 14:09:00.001714,2025-02-03 14:09:00.001714
SequencedSample-283061,live,2022-05-10,RNA,Batch-851701,Consensus-953132,Sample-097077,2025-02-03 14:09:00.001732,2025-02-03 14:09:00.001733
SequencedSample-551796,hospital_sequencing,2022-11-17,RNA,Batch-851701,Consensus-308639,Sample-577497,2025-02-03 14:09:00.001753,2025-02-03 14:09:00.001754
SequencedSample-546432,Hogwarts_sequencing_sent_to_Panem,2022-11-15,RNA,Batch-851701,Consensus-224525,Sample-557352,2025-02-03 14:09:00.001775,2025-02-03 14:09:00.001775
SequencedSample-368775,hostital,2023-01-31,RNA,Batch-851701,Consensus-028828,Sample-086276,2025-02-03 14:09:00.001796,2025-02-03 14:09:00.001796
SequencedSample-305602,Hogwarts_sequencing_sent_to_Panem,2022-12-14,RNA,Batch-851701,Consensus-125737,Sample-797146,2025-02-03 14:09:00.001817,2025-02-03 14:09:00.001818
SequencedSample-018778,historic,2024-03-08,RNA,Batch-851701,Consensus-031366,Sample-711136,2025-02-03 14:09:00.001838,2025-02-03 14:09:00.001839
SequencedSample-139215,hospital_sequencing,2022-12-28,RNA,Batch-851701,Consensus-386296,Sample-414708,2025-02-03 14:09:00.001860,2025-02-03 14:09:00.001861
SequencedSample-416930,project,2021-12-26,RNA,Batch-851701,Consensus-304165,Sample-006712,2025-02-03 14:09:00.001882,2025-02-03 14:09:00.001882
SequencedSample-252840,test,2023-06-01,RNA,Batch-851701,Consensus-138216,Sample-518095,2025-02-03 14:09:00.001899,2025-02-03 14:09:00.001900
SequencedSample-476409,project,2024-06-03,RNA,Batch-851701,Consensus-077415,Sample-833505,2025-02-03 14:09:00.001916,2025-02-03 14:09:00.001916
SequencedSample-704621,live,2022-01-31,RNA,Batch-851701,Consensus-376718,Sample-091539,2025-02-03 14:09:00.001937,2025-02-03 14:09:00.001938
SequencedSample-786442,hospital_sequencing,2024-08-16,RNA,Batch-851701,Consensus-326458,Sample-389314,2025-02-03 14:09:00.001954,2025-02-03 14:09:00.001955
SequencedSample-326942,hospital_sequencing,2021-11-10,RNA,Batch-851701,Consensus-701220,Sample-873475,2025-02-03 14:09:00.001975,2025-02-03 14:09:00.001976
SequencedSample-433852,live,2022-02-20,RNA,Batch-851701,Consensus-796795,Sample-687807,2025-02-03 14:09:00.001996,2025-02-03 14:09:00.001997
SequencedSample-224056,live,2021-06-06,RNA,Batch-851701,Consensus-904837,Sample-376422,2025-02-03 14:09:00.002013,2025-02-03 14:09:00.002014
SequencedSample-671351,hostital,2023-03-20,RNA,Batch-851701,Consensus-577783,Sample-295734,2025-02-03 14:09:00.002034,2025-02-03 14:09:00.002035
SequencedSample-181194,live,2021-01-30,RNA,Batch-851701,Consensus-553492,Sample-183728,2025-02-03 14:09:00.002056,2025-02-03 14:09:00.002056
SequencedSample-149440,historic,2023-10-10,RNA,Batch-851701,Consensus-094524,Sample-817557,2025-02-03 14:09:00.002073,2025-02-03 14:09:00.002074
SequencedSample-541295,hospital_sequencing,2022-11-16,RNA,Batch-851701,Consensus-998478,Sample-816059,2025-02-03 14:09:00.002095,2025-02-03 14:09:00.002095
SequencedSample-580698,live,2022-06-10,RNA,Batch-851701,Consensus-484410,Sample-378772,2025-02-03 14:09:00.002111,2025-02-03 14:09:00.002112
SequencedSample-568159,project,2024-04-04,RNA,Batch-851701,Consensus-761530,Sample-191031,2025-02-03 14:09:00.002128,2025-02-03 14:09:00.002129
SequencedSample-201656,historic,2022-08-29,RNA,Batch-851701,Consensus-474796,Sample-038494,2025-02-03 14:09:00.002145,2025-02-03 14:09:00.002146
SequencedSample-123293,test,2022-03-29,RNA,Batch-851701,Consensus-885029,Sample-405040,2025-02-03 14:09:00.002162,2025-02-03 14:09:00.002163
SequencedSample-627713,Panem_sequencing,2023-09-09,RNA,Batch-851701,Consensus-451864,Sample-920535,2025-02-03 14:09:00.002179,2025-02-03 14:09:00.002180
SequencedSample-579928,test,2022-08-21,RNA,Batch-851701,Consensus-447581,Sample-366680,2025-02-03 14:09:00.002196,2025-02-03 14:09:00.002197
SequencedSample-045525,live,2024-01-27,RNA,Batch-851701,Consensus-767472,Sample-065136,2025-02-03 14:09:00.002218,2025-02-03 14:09:00.002219
SequencedSample-321804,project,2022-10-22,RNA,Batch-851701,Consensus-019025,Sample-381374,2025-02-03 14:09:00.002236,2025-02-03 14:09:00.002236
SequencedSample-489248,hospital_sequencing,2021-01-22,RNA,Batch-851701,Consensus-043114,Sample-604650,2025-02-03 14:09:00.002257,2025-02-03 14:09:00.002259
SequencedSample-195549,Panem_sequencing,2022-10-09,RNA,Batch-851701,Consensus-510745,Sample-731793,2025-02-03 14:09:00.002276,2025-02-03 14:09:00.002276
SequencedSample-692136,Panem_sequencing,2024-08-25,RNA,Batch-851701,Consensus-741868,Sample-314526,2025-02-03 14:09:00.002293,2025-02-03 14:09:00.002294
SequencedSample-019110,project,2021-12-20,RNA,Batch-851701,Consensus-694343,Sample-210691,2025-02-03 14:09:00.002315,2025-02-03 14:09:00.002315
SequencedSample-415608,live,2024-08-23,RNA,Batch-851701,Consensus-791722,Sample-106784,2025-02-03 14:09:00.002332,2025-02-03 14:09:00.002332
SequencedSample-271206,test,2022-12-01,RNA,Batch-851701,Consensus-339334,Sample-711667,2025-02-03 14:09:00.002353,2025-02-03 14:09:00.002354
SequencedSample-327361,Hogwarts_sequencing_sent_to_Panem,2020-10-04,RNA,Batch-851701,Consensus-516457,Sample-435677,2025-02-03 14:09:00.002370,2025-02-03 14:09:00.002371
SequencedSample-187854,live,2022-12-09,RNA,Batch-851701,Consensus-854056,Sample-413873,2025-02-03 14:09:00.002391,2025-02-03 14:09:00.002392
SequencedSample-612297,Hogwarts_sequencing_sent_to_Panem,2022-03-24,RNA,Batch-851701,Consensus-276929,Sample-811764,2025-02-03 14:09:00.002412,2025-02-03 14:09:00.002413
SequencedSample-987732,hospital_sequencing,2021-09-24,RNA,Batch-851701,Consensus-359731,Sample-302691,2025-02-03 14:09:00.002430,2025-02-03 14:09:00.002430
SequencedSample-440787,Panem_sequencing,2022-10-09,RNA,Batch-851701,Consensus-030109,Sample-067206,2025-02-03 14:09:00.002447,2025-02-03 14:09:00.002447
SequencedSample-453741,hospital_sequencing,2022-01-19,RNA,Batch-851701,Consensus-616399,Sample-425412,2025-02-03 14:09:00.002468,2025-02-03 14:09:00.002469
SequencedSample-140642,live,2023-07-29,RNA,Batch-851701,Consensus-977355,Sample-388253,2025-02-03 14:09:00.002485,2025-02-03 14:09:00.002486
SequencedSample-588007,hostital,2022-09-02,RNA,Batch-851701,Consensus-441365,Sample-776970,2025-02-03 14:09:00.002502,2025-02-03 14:09:00.002503
SequencedSample-213092,Panem_sequencing,2020-10-26,RNA,Batch-851701,Consensus-930774,Sample-569816,2025-02-03 14:09:00.002524,2025-02-03 14:09:00.002524
SequencedSample-427321,Hogwarts_sequencing_sent_to_Panem,2020-11-30,RNA,Batch-851701,Consensus-325317,Sample-966638,2025-02-03 14:09:00.002545,2025-02-03 14:09:00.002546
SequencedSample-603920,hostital,2024-06-26,RNA,Batch-851701,Consensus-017462,Sample-083486,2025-02-03 14:09:00.002562,2025-02-03 14:09:00.002563
SequencedSample-614065,Hogwarts_sequencing_sent_to_Panem,2024-08-24,RNA,Batch-851701,Consensus-276623,Sample-834149,2025-02-03 14:09:00.002579,2025-02-03 14:09:00.002579
SequencedSample-052868,project,2022-03-15,RNA,Batch-851701,Consensus-951106,Sample-090284,2025-02-03 14:09:00.002600,2025-02-03 14:09:00.002601
SequencedSample-436107,hospital_sequencing,2021-01-30,RNA,Batch-851701,Consensus-736416,Sample-824478,2025-02-03 14:09:00.002622,2025-02-03 14:09:00.002623
SequencedSample-267745,historic,2022-12-06,RNA,Batch-851701,Consensus-380184,Sample-300468,2025-02-03 14:09:00.002644,2025-02-03 14:09:00.002645
SequencedSample-230170,Hogwarts_sequencing_sent_to_Panem,2020-12-07,RNA,Batch-851701,Consensus-216305,Sample-992423,2025-02-03 14:09:00.002665,2025-02-03 14:09:00.002666
SequencedSample-340149,hospital_sequencing,2023-05-25,RNA,Batch-851701,Consensus-311016,Sample-639001,2025-02-03 14:09:00.002682,2025-02-03 14:09:00.002683
SequencedSample-232488,test,2023-03-16,RNA,Batch-851701,Consensus-736429,Sample-935705,2025-02-03 14:09:00.002704,2025-02-03 14:09:00.002704
SequencedSample-290250,hospital_sequencing,2021-06-05,RNA,Batch-851701,Consensus-585960,Sample-974877,2025-02-03 14:09:00.002720,2025-02-03 14:09:00.002721
SequencedSample-283742,hospital_sequencing,2021-12-07,RNA,Batch-851701,Consensus-336721,Sample-287224,2025-02-03 14:09:00.002742,2025-02-03 14:09:00.002742
SequencedSample-441406,Hogwarts_sequencing_sent_to_Panem,2021-10-06,RNA,Batch-851701,Consensus-607549,Sample-386543,2025-02-03 14:09:00.002759,2025-02-03 14:09:00.002759
SequencedSample-050877,project,2023-06-28,RNA,Batch-851701,Consensus-437924,Sample-197861,2025-02-03 14:09:00.002776,2025-02-03 14:09:00.002776
SequencedSample-667246,live,2022-02-04,RNA,Batch-851701,Consensus-562150,Sample-254211,2025-02-03 14:09:00.002797,2025-02-03 14:09:00.002798
SequencedSample-607055,hospital_sequencing,2022-09-15,RNA,Batch-851701,Consensus-430036,Sample-516387,2025-02-03 14:09:00.002814,2025-02-03 14:09:00.002815
SequencedSample-994281,live,2024-09-13,RNA,Batch-851701,Consensus-012839,Sample-825934,2025-02-03 14:09:00.002831,2025-02-03 14:09:00.002832
SequencedSample-847738,historic,2021-01-14,RNA,Batch-851701,Consensus-670393,Sample-624955,2025-02-03 14:09:00.002853,2025-02-03 14:09:00.002853
SequencedSample-135740,project,2022-01-17,RNA,Batch-851701,Consensus-388984,Sample-175196,2025-02-03 14:09:00.002874,2025-02-03 14:09:00.002875
SequencedSample-408895,historic,2023-09-15,RNA,Batch-851701,Consensus-283285,Sample-090325,2025-02-03 14:09:00.002891,2025-02-03 14:09:00.002892
SequencedSample-701965,hostital,2022-06-19,RNA,Batch-851701,Consensus-799281,Sample-022762,2025-02-03 14:09:00.002908,2025-02-03 14:09:00.002909
SequencedSample-729489,Panem_sequencing,2023-01-05,RNA,Batch-851701,Consensus-395521,Sample-910620,2025-02-03 14:09:00.002930,2025-02-03 14:09:00.002931
SequencedSample-519548,historic,2023-05-28,RNA,Batch-851701,Consensus-220248,Sample-567065,2025-02-03 14:09:00.002947,2025-02-03 14:09:00.002948
SequencedSample-905330,historic,2022-06-08,RNA,Batch-851701,Consensus-307804,Sample-819230,2025-02-03 14:09:00.002964,2025-02-03 14:09:00.002965
SequencedSample-065409,Panem_sequencing,2023-01-05,RNA,Batch-851701,Consensus-559878,Sample-009290,2025-02-03 14:09:00.002985,2025-02-03 14:09:00.002986
SequencedSample-008061,Hogwarts_sequencing_sent_to_Panem,2021-03-24,RNA,Batch-851701,Consensus-226571,Sample-023957,2025-02-03 14:09:00.003007,2025-02-03 14:09:00.003007
SequencedSample-512918,Panem_sequencing,2020-12-15,RNA,Batch-851701,Consensus-094993,Sample-115586,2025-02-03 14:09:00.003028,2025-02-03 14:09:00.003028
SequencedSample-991741,hospital_sequencing,2021-11-01,RNA,Batch-851701,Consensus-476198,Sample-050847,2025-02-03 14:09:00.003049,2025-02-03 14:09:00.003050
SequencedSample-508698,Panem_sequencing,2022-12-23,RNA,Batch-851701,Consensus-005885,Sample-581123,2025-02-03 14:09:00.003071,2025-02-03 14:09:00.003071
SequencedSample-708419,hospital_sequencing,2023-06-10,RNA,Batch-851701,Consensus-763145,Sample-683886,2025-02-03 14:09:00.003088,2025-02-03 14:09:00.003088
SequencedSample-705350,hostital,2024-04-04,RNA,Batch-851701,Consensus-897091,Sample-473820,2025-02-03 14:09:00.003105,2025-02-03 14:09:00.003105
SequencedSample-782019,Hogwarts_sequencing_sent_to_Panem,2022-02-08,RNA,Batch-851701,Consensus-283069,Sample-112402,2025-02-03 14:09:00.003126,2025-02-03 14:09:00.003127
SequencedSample-351573,test,2024-03-26,RNA,Batch-851701,Consensus-844935,Sample-188964,2025-02-03 14:09:00.003147,2025-02-03 14:09:00.003148
SequencedSample-879876,test,2021-01-31,RNA,Batch-851701,Consensus-637665,Sample-005888,2025-02-03 14:09:00.003168,2025-02-03 14:09:00.003169
SequencedSample-423995,project,2024-06-26,RNA,Batch-851701,Consensus-943238,Sample-801221,2025-02-03 14:09:00.003186,2025-02-03 14:09:00.003186
SequencedSample-546030,hostital,2023-09-21,RNA,Batch-851701,Consensus-462794,Sample-785420,2025-02-03 14:09:00.003203,2025-02-03 14:09:00.003204
SequencedSample-406567,historic,2021-05-13,RNA,Batch-851701,Consensus-215893,Sample-535472,2025-02-03 14:09:00.003219,2025-02-03 14:09:00.003220
SequencedSample-846552,hostital,2023-01-01,RNA,Batch-851701,Consensus-272558,Sample-709841,2025-02-03 14:09:00.003241,2025-02-03 14:09:00.003242
SequencedSample-682050,live,2023-10-05,RNA,Batch-851701,Consensus-973437,Sample-254855,2025-02-03 14:09:00.003258,2025-02-03 14:09:00.003259
SequencedSample-764795,live,2024-06-26,RNA,Batch-851701,Consensus-007824,Sample-951859,2025-02-03 14:09:00.003275,2025-02-03 14:09:00.003276
SequencedSample-020919,project,2023-06-14,RNA,Batch-851701,Consensus-525734,Sample-612678,2025-02-03 14:09:00.003292,2025-02-03 14:09:00.003293
SequencedSample-388293,hospital_sequencing,2020-10-23,RNA,Batch-851701,Consensus-534394,Sample-755152,2025-02-03 14:09:00.003309,2025-02-03 14:09:00.003310
SequencedSample-820882,Hogwarts_sequencing_sent_to_Panem,2024-09-21,RNA,Batch-851701,Consensus-083497,Sample-446224,2025-02-03 14:09:00.003326,2025-02-03 14:09:00.003327
SequencedSample-667809,live,2020-12-13,RNA,Batch-851701,Consensus-162154,Sample-766038,2025-02-03 14:09:00.003349,2025-02-03 14:09:00.003349
SequencedSample-197795,project,2021-07-18,RNA,Batch-851701,Consensus-546698,Sample-162584,2025-02-03 14:09:00.003366,2025-02-03 14:09:00.003366
SequencedSample-208047,hospital_sequencing,2022-07-28,RNA,Batch-851701,Consensus-703372,Sample-133284,2025-02-03 14:09:00.003383,2025-02-03 14:09:00.003383
SequencedSample-514105,hostital,2024-08-24,RNA,Batch-134673,Consensus-115445,Sample-731003,2025-02-03 14:09:00.003400,2025-02-03 14:09:00.003400
SequencedSample-927902,project,2022-07-17,RNA,Batch-134673,Consensus-944668,Sample-841361,2025-02-03 14:09:00.003417,2025-02-03 14:09:00.003417
SequencedSample-430716,project,2024-05-07,RNA,Batch-134673,Consensus-329352,Sample-311317,2025-02-03 14:09:00.003433,2025-02-03 14:09:00.003434
SequencedSample-437231,Hogwarts_sequencing_sent_to_Panem,2024-09-29,RNA,Batch-134673,Consensus-990134,Sample-013591,2025-02-03 14:09:00.003451,2025-02-03 14:09:00.003451
SequencedSample-765736,historic,2022-02-15,RNA,Batch-134673,Consensus-670763,Sample-067218,2025-02-03 14:09:00.003472,2025-02-03 14:09:00.003473
SequencedSample-605354,historic,2021-10-26,RNA,Batch-134673,Consensus-057923,Sample-611843,2025-02-03 14:09:00.003489,2025-02-03 14:09:00.003490
SequencedSample-389817,historic,2021-02-23,RNA,Batch-134673,Consensus-989399,Sample-494722,2025-02-03 14:09:00.003510,2025-02-03 14:09:00.003511
SequencedSample-672467,hospital_sequencing,2021-04-21,RNA,Batch-134673,Consensus-011844,Sample-648028,2025-02-03 14:09:00.003527,2025-02-03 14:09:00.003528
SequencedSample-816802,test,2023-09-25,RNA,Batch-134673,Consensus-019971,Sample-590915,2025-02-03 14:09:00.003544,2025-02-03 14:09:00.003545
SequencedSample-137424,test,2022-03-25,RNA,Batch-134673,Consensus-386349,Sample-326652,2025-02-03 14:09:00.003566,2025-02-03 14:09:00.003566
SequencedSample-903108,test,2022-05-25,RNA,Batch-134673,Consensus-909873,Sample-672747,2025-02-03 14:09:00.003583,2025-02-03 14:09:00.003583
SequencedSample-566244,hostital,2022-11-21,RNA,Batch-134673,Consensus-154586,Sample-756014,2025-02-03 14:09:00.003604,2025-02-03 14:09:00.003605
SequencedSample-795323,test,2023-10-17,RNA,Batch-134673,Consensus-791146,Sample-956922,2025-02-03 14:09:00.003622,2025-02-03 14:09:00.003622
SequencedSample-600501,live,2024-01-21,RNA,Batch-134673,Consensus-846264,Sample-223417,2025-02-03 14:09:00.003643,2025-02-03 14:09:00.003644
SequencedSample-570433,Panem_sequencing,2021-06-04,RNA,Batch-134673,Consensus-526753,Sample-428553,2025-02-03 14:09:00.003661,2025-02-03 14:09:00.003661
SequencedSample-601661,historic,2024-05-11,RNA,Batch-134673,Consensus-399613,Sample-361796,2025-02-03 14:09:00.003678,2025-02-03 14:09:00.003678
SequencedSample-759385,hostital,2021-09-01,RNA,Batch-134673,Consensus-398365,Sample-898908,2025-02-03 14:09:00.003695,2025-02-03 14:09:00.003696
SequencedSample-038999,Panem_sequencing,2024-07-31,RNA,Batch-134673,Consensus-304308,Sample-574810,2025-02-03 14:09:00.003712,2025-02-03 14:09:00.003713
SequencedSample-176981,project,2021-06-30,RNA,Batch-134673,Consensus-910683,Sample-372633,2025-02-03 14:09:00.003729,2025-02-03 14:09:00.003730
SequencedSample-154838,hostital,2023-02-18,RNA,Batch-134673,Consensus-534523,Sample-751209,2025-02-03 14:09:00.003750,2025-02-03 14:09:00.003751
SequencedSample-120608,project,2023-12-15,RNA,Batch-134673,Consensus-851331,Sample-182317,2025-02-03 14:09:00.003772,2025-02-03 14:09:00.003772
SequencedSample-042731,test,2024-07-04,RNA,Batch-134673,Consensus-404693,Sample-493714,2025-02-03 14:09:00.003789,2025-02-03 14:09:00.003789
SequencedSample-390733,hospital_sequencing,2021-06-08,RNA,Batch-134673,Consensus-751040,Sample-483349,2025-02-03 14:09:00.003806,2025-02-03 14:09:00.003807
SequencedSample-318822,project,2023-11-11,RNA,Batch-134673,Consensus-144059,Sample-604014,2025-02-03 14:09:00.003830,2025-02-03 14:09:00.003831
SequencedSample-282363,live,2024-07-03,RNA,Batch-134673,Consensus-083024,Sample-317996,2025-02-03 14:09:00.003848,2025-02-03 14:09:00.003848
SequencedSample-101586,hospital_sequencing,2023-03-19,RNA,Batch-134673,Consensus-375409,Sample-366989,2025-02-03 14:09:00.003871,2025-02-03 14:09:00.003872
SequencedSample-725800,test,2023-01-25,RNA,Batch-134673,Consensus-493620,Sample-251316,2025-02-03 14:09:00.003894,2025-02-03 14:09:00.003895
SequencedSample-501194,live,2022-12-24,RNA,Batch-134673,Consensus-466667,Sample-377531,2025-02-03 14:09:00.003922,2025-02-03 14:09:00.003923
