BatchID,BatchDate,Platform,BatchSource,TimestampCreated,TimestampUpdated
Batch-213691,2024-11-26,nanopore,Hogwarts,2025-01-28 17:54:29.001652,2025-01-28 17:54:29.001652
Batch-919623,2024-04-06,nanopore,Agrabah,2025-01-28 17:54:29.001670,2025-01-28 17:54:29.001671
Batch-578887,2023-11-23,nanopore,Gilead,2025-01-28 17:54:29.001693,2025-01-28 17:54:29.001694
Batch-275046,2023-07-09,nanopore,Agrabah,2025-01-28 17:54:29.001712,2025-01-28 17:54:29.001713
Batch-666363,2024-05-08,nanopore,Narnia,2025-01-28 17:54:29.001733,2025-01-28 17:54:29.001734
Batch-567932,2023-11-01,nanopore,Gilead,2025-01-28 17:54:29.001757,2025-01-28 17:54:29.001757
Batch-818623,2024-05-08,nanopore,Hogwarts,2025-01-28 17:54:29.001775,2025-01-28 17:54:29.001776
Batch-172419,2023-03-12,Illumina,Hogwarts,2025-01-28 17:54:29.001798,2025-01-28 17:54:29.001799
Batch-031565,2024-03-04,nanopore,Hogwarts,2025-01-28 17:54:29.001822,2025-01-28 17:54:29.001823
Batch-651996,2024-09-01,Illumina,Middle-Earth,2025-01-28 17:54:29.001841,2025-01-28 17:54:29.001841
Batch-570162,2024-12-15,Illumina,Pandora,2025-01-28 17:54:29.001864,2025-01-28 17:54:29.001864
Batch-531886,2024-10-28,nanopore,Gilead,2025-01-28 17:54:29.001887,2025-01-28 17:54:29.001888
Batch-343403,2024-08-09,nanopore,Asgard,2025-01-28 17:54:29.001905,2025-01-28 17:54:29.001906
Batch-285365,2024-06-27,Illumina,Gilead,2025-01-28 17:54:29.001924,2025-01-28 17:54:29.001925
Batch-157045,2024-06-02,Illumina,Hogwarts,2025-01-28 17:54:29.001943,2025-01-28 17:54:29.001943
Batch-780983,2023-11-01,Illumina,Narnia,2025-01-28 17:54:29.001966,2025-01-28 17:54:29.001967
Batch-066348,2024-08-28,nanopore,Hogwarts,2025-01-28 17:54:29.001985,2025-01-28 17:54:29.001986
Batch-035329,2023-10-01,nanopore,Gilead,2025-01-28 17:54:29.002004,2025-01-28 17:54:29.002005
Batch-730049,2023-08-18,Illumina,Wakanda,2025-01-28 17:54:29.002023,2025-01-28 17:54:29.002024
Batch-514325,2023-09-25,Illumina,Hogwarts,2025-01-28 17:54:29.002043,2025-01-28 17:54:29.002043
Batch-730380,2024-06-07,Illumina,Hogwarts,2025-01-28 17:54:29.002062,2025-01-28 17:54:29.002062
Batch-553360,2023-12-27,Illumina,Pandora,2025-01-28 17:54:29.002085,2025-01-28 17:54:29.002086
Batch-106688,2023-08-22,Illumina,Narnia,2025-01-28 17:54:29.002104,2025-01-28 17:54:29.002105
Batch-114547,2023-06-16,nanopore,Hogwarts,2025-01-28 17:54:29.002124,2025-01-28 17:54:29.002124
Batch-939390,2024-08-30,nanopore,Gilead,2025-01-28 17:54:29.002143,2025-01-28 17:54:29.002143
Batch-079997,2023-11-09,Illumina,Hogwarts,2025-01-28 17:54:29.002166,2025-01-28 17:54:29.002167
Batch-656816,2024-07-18,nanopore,Gilead,2025-01-28 17:54:29.002186,2025-01-28 17:54:29.002186
Batch-370302,2024-07-14,Illumina,Hogwarts,2025-01-28 17:54:29.002205,2025-01-28 17:54:29.002205
Batch-274341,2023-07-13,nanopore,Hogwarts,2025-01-28 17:54:29.002224,2025-01-28 17:54:29.002225
Batch-740530,2024-04-02,nanopore,Wakanda,2025-01-28 17:54:29.002243,2025-01-28 17:54:29.002243
Batch-722624,2023-05-19,Illumina,Narnia,2025-01-28 17:54:29.002261,2025-01-28 17:54:29.002262
Batch-514920,2023-02-24,Illumina,Hogwarts,2025-01-28 17:54:29.002286,2025-01-28 17:54:29.002287
Batch-594295,2024-09-06,nanopore,Middle-Earth,2025-01-28 17:54:29.002305,2025-01-28 17:54:29.002306
Batch-069646,2024-05-30,illumina qiaseq,Pandora,2025-01-28 17:54:29.002324,2025-01-28 17:54:29.002325
Batch-138490,2024-09-28,nanopore,Hogwarts,2025-01-28 17:54:29.002343,2025-01-28 17:54:29.002344
Batch-610700,2023-02-08,nanopore,Hogwarts,2025-01-28 17:54:29.002366,2025-01-28 17:54:29.002367
Batch-506961,2024-04-16,Illumina,Narnia,2025-01-28 17:54:29.002385,2025-01-28 17:54:29.002386
Batch-098420,2024-11-25,Illumina,Hogwarts,2025-01-28 17:54:29.002408,2025-01-28 17:54:29.002409
Batch-314418,2024-05-03,Illumina,Hogwarts,2025-01-28 17:54:29.002427,2025-01-28 17:54:29.002427
Batch-600256,2023-04-07,Illumina,Pandora,2025-01-28 17:54:29.002446,2025-01-28 17:54:29.002446
Batch-909898,2024-02-15,nanopore,Asgard,2025-01-28 17:54:29.002469,2025-01-28 17:54:29.002470
Batch-259272,2023-02-28,nanopore,Hogwarts,2025-01-28 17:54:29.002492,2025-01-28 17:54:29.002493
Batch-275712,2024-10-24,Illumina,Hogwarts,2025-01-28 17:54:29.002511,2025-01-28 17:54:29.002512
Batch-757491,2023-06-06,Illumina,Pandora,2025-01-28 17:54:29.002530,2025-01-28 17:54:29.002531
Batch-332266,2023-12-30,Illumina,Hogwarts,2025-01-28 17:54:29.002553,2025-01-28 17:54:29.002554
Batch-547468,2023-07-09,nanopore,Hogwarts,2025-01-28 17:54:29.002573,2025-01-28 17:54:29.002574
Batch-706304,2023-12-24,nanopore,Hogwarts,2025-01-28 17:54:29.002596,2025-01-28 17:54:29.002597
Batch-068711,2024-12-17,Illumina,Hogwarts,2025-01-28 17:54:29.002620,2025-01-28 17:54:29.002620
Batch-052173,2025-01-18,nanopore,Hogwarts,2025-01-28 17:54:29.002644,2025-01-28 17:54:29.002644
Batch-646262,2023-12-28,illumina qiaseq,Agrabah,2025-01-28 17:54:29.002667,2025-01-28 17:54:29.002668
Batch-507866,2023-04-30,Illumina,Gilead,2025-01-28 17:54:29.002687,2025-01-28 17:54:29.002687
Batch-385141,2023-09-02,nanopore,Wakanda,2025-01-28 17:54:29.002705,2025-01-28 17:54:29.002706
Batch-343748,2023-08-27,Illumina,Narnia,2025-01-28 17:54:29.002724,2025-01-28 17:54:29.002725
Batch-628073,2023-09-04,nanopore,Middle-Earth,2025-01-28 17:54:29.002743,2025-01-28 17:54:29.002743
Batch-548524,2023-09-13,Illumina,Agrabah,2025-01-28 17:54:29.002762,2025-01-28 17:54:29.002763
Batch-934060,2024-09-23,,Pandora,2025-01-28 17:54:29.002781,2025-01-28 17:54:29.002782
Batch-357333,2024-06-30,Illumina,Hogwarts,2025-01-28 17:54:29.002800,2025-01-28 17:54:29.002801
Batch-616274,2023-07-24,Illumina,Hogwarts,2025-01-28 17:54:29.002820,2025-01-28 17:54:29.002821
Batch-658020,2023-06-11,Illumina,Pandora,2025-01-28 17:54:29.002839,2025-01-28 17:54:29.002840
Batch-744489,2023-08-25,nanopore,Gilead,2025-01-28 17:54:29.002858,2025-01-28 17:54:29.002859
Batch-576604,2023-08-02,nanopore,Narnia,2025-01-28 17:54:29.002877,2025-01-28 17:54:29.002878
Batch-106425,2023-04-06,nanopore,Hogwarts,2025-01-28 17:54:29.002896,2025-01-28 17:54:29.002897
Batch-797740,2024-03-20,Illumina,Gilead,2025-01-28 17:54:29.002920,2025-01-28 17:54:29.002920
Batch-165942,2024-11-12,illumina qiaseq,Hogwarts,2025-01-28 17:54:29.002948,2025-01-28 17:54:29.002949
Batch-433257,2024-08-07,nanopore,Wakanda,2025-01-28 17:54:29.002968,2025-01-28 17:54:29.002968
Batch-664139,2024-03-09,nanopore,Hogwarts,2025-01-28 17:54:29.002992,2025-01-28 17:54:29.002993
Batch-029911,2024-10-11,nanopore,Hogwarts,2025-01-28 17:54:29.003012,2025-01-28 17:54:29.003013
Batch-284122,2023-02-19,nanopore,Hogwarts,2025-01-28 17:54:29.003035,2025-01-28 17:54:29.003036
Batch-076838,2024-02-11,Illumina,Hogwarts,2025-01-28 17:54:29.003059,2025-01-28 17:54:29.003060
Batch-161337,2023-11-30,Illumina,Narnia,2025-01-28 17:54:29.003083,2025-01-28 17:54:29.003084
Batch-082933,2024-10-30,nanopore,Narnia,2025-01-28 17:54:29.003108,2025-01-28 17:54:29.003108
Batch-700666,2024-08-12,nanopore,Gilead,2025-01-28 17:54:29.003127,2025-01-28 17:54:29.003128
Batch-262380,2023-09-29,nanopore,Hogwarts,2025-01-28 17:54:29.003147,2025-01-28 17:54:29.003147
Batch-319251,2023-03-16,nanopore,Wakanda,2025-01-28 17:54:29.003170,2025-01-28 17:54:29.003171
Batch-573411,2024-08-10,Illumina,Hogwarts,2025-01-28 17:54:29.003189,2025-01-28 17:54:29.003190
Batch-223799,2024-12-31,nanopore,Agrabah,2025-01-28 17:54:29.003213,2025-01-28 17:54:29.003213
Batch-582546,2024-12-08,nanopore,Hogwarts,2025-01-28 17:54:29.003236,2025-01-28 17:54:29.003237
Batch-579334,2024-09-22,Illumina,Narnia,2025-01-28 17:54:29.003256,2025-01-28 17:54:29.003256
Batch-846087,2024-01-24,Illumina,Agrabah,2025-01-28 17:54:29.003279,2025-01-28 17:54:29.003280
Batch-695076,2024-05-26,nanopore,Pandora,2025-01-28 17:54:29.003298,2025-01-28 17:54:29.003299
Batch-172783,2023-04-30,Illumina,Hogwarts,2025-01-28 17:54:29.003319,2025-01-28 17:54:29.003319
Batch-147778,2024-04-20,nanopore,Asgard,2025-01-28 17:54:29.003338,2025-01-28 17:54:29.003338
Batch-908487,2023-11-13,Illumina,Hogwarts,2025-01-28 17:54:29.003361,2025-01-28 17:54:29.003362
Batch-357743,2023-05-09,nanopore,Gilead,2025-01-28 17:54:29.003381,2025-01-28 17:54:29.003382
Batch-445301,2024-07-18,nanopore,Pandora,2025-01-28 17:54:29.003400,2025-01-28 17:54:29.003401
Batch-819420,2023-03-26,Illumina,Hogwarts,2025-01-28 17:54:29.003419,2025-01-28 17:54:29.003420
Batch-301794,2023-04-05,Illumina,Gilead,2025-01-28 17:54:29.003438,2025-01-28 17:54:29.003439
Batch-569962,2024-03-24,Illumina,Agrabah,2025-01-28 17:54:29.003462,2025-01-28 17:54:29.003463
Batch-482474,2024-05-31,nanopore,Hogwarts,2025-01-28 17:54:29.003482,2025-01-28 17:54:29.003482
Batch-018927,2024-09-21,Illumina,Agrabah,2025-01-28 17:54:29.003501,2025-01-28 17:54:29.003502
Batch-928931,2024-10-23,Illumina,Hogwarts,2025-01-28 17:54:29.003520,2025-01-28 17:54:29.003521
Batch-793386,2024-12-19,Illumina,Wakanda,2025-01-28 17:54:29.003543,2025-01-28 17:54:29.003544
Batch-189571,2024-02-27,Illumina,Narnia,2025-01-28 17:54:29.003567,2025-01-28 17:54:29.003567
Batch-361181,2024-07-11,nanopore,Hogwarts,2025-01-28 17:54:29.003585,2025-01-28 17:54:29.003586
Batch-745800,2023-07-16,Illumina,Hogwarts,2025-01-28 17:54:29.003605,2025-01-28 17:54:29.003605
Batch-779113,2024-11-05,nanopore,Hogwarts,2025-01-28 17:54:29.003628,2025-01-28 17:54:29.003629
Batch-888262,2023-07-14,Illumina,Hogwarts,2025-01-28 17:54:29.003647,2025-01-28 17:54:29.003647
Batch-938600,2023-03-26,Illumina,Hogwarts,2025-01-28 17:54:29.003666,2025-01-28 17:54:29.003666
Batch-527955,2024-03-19,Illumina,Gilead,2025-01-28 17:54:29.003689,2025-01-28 17:54:29.003690
Batch-731619,2024-12-19,nanopore,Narnia,2025-01-28 17:54:29.003713,2025-01-28 17:54:29.003714
Batch-886881,2024-11-16,Illumina,Gilead,2025-01-28 17:54:29.003737,2025-01-28 17:54:29.003737
Batch-673734,2023-09-19,Illumina,Hogwarts,2025-01-28 17:54:29.003756,2025-01-28 17:54:29.003757
Batch-200826,2024-09-15,Illumina,Hogwarts,2025-01-28 17:54:29.003775,2025-01-28 17:54:29.003776
Batch-749460,2023-06-01,Illumina,Hogwarts,2025-01-28 17:54:29.003794,2025-01-28 17:54:29.003795
Batch-450561,2024-06-01,nanopore,Hogwarts,2025-01-28 17:54:29.003813,2025-01-28 17:54:29.003814
Batch-590085,2023-02-05,Illumina,Hogwarts,2025-01-28 17:54:29.003836,2025-01-28 17:54:29.003837
Batch-160828,2024-07-18,nanopore,Hogwarts,2025-01-28 17:54:29.003855,2025-01-28 17:54:29.003856
Batch-051118,2023-03-03,nanopore,Pandora,2025-01-28 17:54:29.003878,2025-01-28 17:54:29.003879
Batch-396824,2024-02-08,Illumina,Hogwarts,2025-01-28 17:54:29.003903,2025-01-28 17:54:29.003903
Batch-538488,2024-01-29,Illumina,Hogwarts,2025-01-28 17:54:29.003927,2025-01-28 17:54:29.003928
Batch-766968,2024-03-09,nanopore,Gilead,2025-01-28 17:54:29.003952,2025-01-28 17:54:29.003952
Batch-879836,2023-06-03,nanopore,Asgard,2025-01-28 17:54:29.003971,2025-01-28 17:54:29.003972
Batch-467868,2025-01-21,Illumina,Asgard,2025-01-28 17:54:29.003994,2025-01-28 17:54:29.003995
Batch-154219,2024-02-27,nanopore,Hogwarts,2025-01-28 17:54:29.004018,2025-01-28 17:54:29.004019
Batch-045606,2023-04-13,nanopore,Hogwarts,2025-01-28 17:54:29.004037,2025-01-28 17:54:29.004038
Batch-666190,2023-12-18,Illumina,Wakanda,2025-01-28 17:54:29.004060,2025-01-28 17:54:29.004061
Batch-005922,2023-09-29,nanopore,Gilead,2025-01-28 17:54:29.004080,2025-01-28 17:54:29.004080
Batch-975110,2023-02-27,Illumina,Asgard,2025-01-28 17:54:29.004103,2025-01-28 17:54:29.004104
Batch-288671,2023-05-22,Illumina,Asgard,2025-01-28 17:54:29.004123,2025-01-28 17:54:29.004123
Batch-839219,2023-02-14,Illumina,Narnia,2025-01-28 17:54:29.004146,2025-01-28 17:54:29.004147
Batch-784829,2023-02-22,nanopore,Pandora,2025-01-28 17:54:29.004169,2025-01-28 17:54:29.004169
Batch-410116,2023-08-01,Illumina,Hogwarts,2025-01-28 17:54:29.004188,2025-01-28 17:54:29.004188
Batch-631770,2024-08-08,nanopore,Hogwarts,2025-01-28 17:54:29.004207,2025-01-28 17:54:29.004208
Batch-443257,2023-06-08,nanopore,Hogwarts,2025-01-28 17:54:29.004226,2025-01-28 17:54:29.004227
Batch-021137,2023-05-22,nanopore,Hogwarts,2025-01-28 17:54:29.004246,2025-01-28 17:54:29.004247
Batch-012551,2023-02-23,Illumina,Gilead,2025-01-28 17:54:29.004270,2025-01-28 17:54:29.004270
Batch-261386,2024-12-19,nanopore,Hogwarts,2025-01-28 17:54:29.004293,2025-01-28 17:54:29.004294
Batch-134597,2023-08-10,Illumina,Asgard,2025-01-28 17:54:29.004312,2025-01-28 17:54:29.004313
Batch-056867,2023-02-09,Illumina,Hogwarts,2025-01-28 17:54:29.004336,2025-01-28 17:54:29.004336
Batch-794255,2024-02-27,Illumina,Hogwarts,2025-01-28 17:54:29.004360,2025-01-28 17:54:29.004360
Batch-610853,2024-09-24,nanopore,Neverland,2025-01-28 17:54:29.004379,2025-01-28 17:54:29.004379
Batch-251792,2023-07-02,Illumina,Narnia,2025-01-28 17:54:29.004398,2025-01-28 17:54:29.004398
Batch-979489,2023-07-01,nanopore,Agrabah,2025-01-28 17:54:29.004417,2025-01-28 17:54:29.004417
Batch-497712,2024-02-23,Illumina,Gilead,2025-01-28 17:54:29.004440,2025-01-28 17:54:29.004441
Batch-668023,2025-01-18,nanopore,Hogwarts,2025-01-28 17:54:29.004463,2025-01-28 17:54:29.004464
Batch-887187,2023-05-06,Illumina,Narnia,2025-01-28 17:54:29.004482,2025-01-28 17:54:29.004483
Batch-180940,2024-09-28,nanopore,Middle-Earth,2025-01-28 17:54:29.004501,2025-01-28 17:54:29.004502
Batch-394415,2024-08-12,Illumina,Gilead,2025-01-28 17:54:29.004520,2025-01-28 17:54:29.004520
Batch-589487,2023-09-15,Illumina,Hogwarts,2025-01-28 17:54:29.004539,2025-01-28 17:54:29.004540
Batch-583752,2024-11-28,Illumina,Gilead,2025-01-28 17:54:29.004563,2025-01-28 17:54:29.004563
Batch-566899,2023-10-26,Illumina,Narnia,2025-01-28 17:54:29.004582,2025-01-28 17:54:29.004582
Batch-437150,2024-01-05,Illumina,Narnia,2025-01-28 17:54:29.004605,2025-01-28 17:54:29.004605
Batch-595739,2023-09-23,nanopore,Gilead,2025-01-28 17:54:29.004624,2025-01-28 17:54:29.004625
Batch-852948,2023-10-03,nanopore,Narnia,2025-01-28 17:54:29.004644,2025-01-28 17:54:29.004645
Batch-989449,2024-12-01,nanopore,Wakanda,2025-01-28 17:54:29.004668,2025-01-28 17:54:29.004669
Batch-151951,2023-07-21,Illumina,Hogwarts,2025-01-28 17:54:29.004687,2025-01-28 17:54:29.004688
Batch-012352,2023-06-21,Illumina,Hogwarts,2025-01-28 17:54:29.004708,2025-01-28 17:54:29.004709
Batch-663618,2024-02-07,Illumina,Narnia,2025-01-28 17:54:29.004732,2025-01-28 17:54:29.004732
Batch-456406,2024-01-15,Illumina,Hogwarts,2025-01-28 17:54:29.004755,2025-01-28 17:54:29.004756
Batch-738817,2024-12-10,Illumina,Hogwarts,2025-01-28 17:54:29.004779,2025-01-28 17:54:29.004780
Batch-944346,2023-07-07,Illumina,Hogwarts,2025-01-28 17:54:29.004798,2025-01-28 17:54:29.004799
Batch-750155,2023-02-09,nanopore,Hogwarts,2025-01-28 17:54:29.004822,2025-01-28 17:54:29.004823
Batch-159357,2024-05-21,nanopore,Narnia,2025-01-28 17:54:29.004842,2025-01-28 17:54:29.004843
Batch-663454,2023-08-25,Illumina,Wakanda,2025-01-28 17:54:29.004862,2025-01-28 17:54:29.004862
Batch-107815,2024-09-10,Illumina,Gilead,2025-01-28 17:54:29.004881,2025-01-28 17:54:29.004881
Batch-974453,2024-04-19,Illumina,Asgard,2025-01-28 17:54:29.004900,2025-01-28 17:54:29.004900
Batch-817417,2023-11-23,Illumina,Hogwarts,2025-01-28 17:54:29.004923,2025-01-28 17:54:29.004924
Batch-373559,2024-12-28,nanopore,Agrabah,2025-01-28 17:54:29.004947,2025-01-28 17:54:29.004948
Batch-686420,2024-12-09,Illumina,Narnia,2025-01-28 17:54:29.004970,2025-01-28 17:54:29.004971
Batch-013348,2023-06-17,nanopore,Hogwarts,2025-01-28 17:54:29.004991,2025-01-28 17:54:29.004992
Batch-587232,2023-10-11,Illumina,Gilead,2025-01-28 17:54:29.005011,2025-01-28 17:54:29.005012
Batch-996764,2023-09-06,nanopore,Gilead,2025-01-28 17:54:29.005030,2025-01-28 17:54:29.005031
Batch-107886,2024-11-20,nanopore,Narnia,2025-01-28 17:54:29.005054,2025-01-28 17:54:29.005054
Batch-727215,2024-09-24,nanopore,Hogwarts,2025-01-28 17:54:29.005073,2025-01-28 17:54:29.005073
Batch-963926,2024-02-03,nanopore,Hogwarts,2025-01-28 17:54:29.005096,2025-01-28 17:54:29.005097
Batch-952647,2023-03-20,Illumina,Agrabah,2025-01-28 17:54:29.005119,2025-01-28 17:54:29.005120
Batch-604178,2024-12-31,nanopore,Gilead,2025-01-28 17:54:29.005143,2025-01-28 17:54:29.005143
Batch-889022,2023-07-04,nanopore,Wakanda,2025-01-28 17:54:29.005162,2025-01-28 17:54:29.005162
Batch-970602,2023-06-04,Illumina,Narnia,2025-01-28 17:54:29.005181,2025-01-28 17:54:29.005181
Batch-865986,2023-08-23,Illumina,Pandora,2025-01-28 17:54:29.005199,2025-01-28 17:54:29.005200
Batch-782946,2024-07-17,Illumina,Hogwarts,2025-01-28 17:54:29.005218,2025-01-28 17:54:29.005219
Batch-553164,2023-10-24,nanopore,Wakanda,2025-01-28 17:54:29.005238,2025-01-28 17:54:29.005239
Batch-892268,2023-10-26,Illumina,Wakanda,2025-01-28 17:54:29.005257,2025-01-28 17:54:29.005257
Batch-100103,2023-11-01,Illumina,Hogwarts,2025-01-28 17:54:29.005280,2025-01-28 17:54:29.005281
Batch-658293,2023-12-18,Illumina,Gilead,2025-01-28 17:54:29.005304,2025-01-28 17:54:29.005304
Batch-824562,2023-10-16,Illumina,Narnia,2025-01-28 17:54:29.005323,2025-01-28 17:54:29.005323
Batch-856893,2024-08-01,Illumina,Gilead,2025-01-28 17:54:29.005342,2025-01-28 17:54:29.005342
Batch-133097,2025-01-25,nanopore,Hogwarts,2025-01-28 17:54:29.005365,2025-01-28 17:54:29.005365
Batch-499671,2024-11-16,Illumina,Gilead,2025-01-28 17:54:29.005388,2025-01-28 17:54:29.005389
Batch-996574,2023-03-08,nanopore,Gilead,2025-01-28 17:54:29.005411,2025-01-28 17:54:29.005411
Batch-503930,2023-10-17,nanopore,Wakanda,2025-01-28 17:54:29.005430,2025-01-28 17:54:29.005430
Batch-621380,2025-01-22,Illumina,Hogwarts,2025-01-28 17:54:29.005452,2025-01-28 17:54:29.005453
Batch-405819,2023-07-07,Illumina,Gilead,2025-01-28 17:54:29.005471,2025-01-28 17:54:29.005472
Batch-953958,2024-11-05,nanopore,Wakanda,2025-01-28 17:54:29.005495,2025-01-28 17:54:29.005495
Batch-258136,2024-06-19,nanopore,Wakanda,2025-01-28 17:54:29.005513,2025-01-28 17:54:29.005514
Batch-451943,2024-10-28,nanopore,Hogwarts,2025-01-28 17:54:29.005536,2025-01-28 17:54:29.005537
Batch-000052,2024-01-10,nanopore,Hogwarts,2025-01-28 17:54:29.005559,2025-01-28 17:54:29.005560
Batch-949039,2023-07-20,Illumina,Neverland,2025-01-28 17:54:29.005580,2025-01-28 17:54:29.005581
Batch-224152,2024-03-17,nanopore,Narnia,2025-01-28 17:54:29.005603,2025-01-28 17:54:29.005603
Batch-666596,2023-08-27,Illumina,Hogwarts,2025-01-28 17:54:29.005622,2025-01-28 17:54:29.005622
Batch-995830,2023-06-01,nanopore,Narnia,2025-01-28 17:54:29.005641,2025-01-28 17:54:29.005641
Batch-576796,2024-11-11,Illumina,Hogwarts,2025-01-28 17:54:29.005664,2025-01-28 17:54:29.005665
Batch-456674,2023-10-23,nanopore,Hogwarts,2025-01-28 17:54:29.005683,2025-01-28 17:54:29.005684
Batch-194655,2024-12-19,Illumina,Neverland,2025-01-28 17:54:29.005707,2025-01-28 17:54:29.005707
Batch-103299,2023-04-23,Illumina,Hogwarts,2025-01-28 17:54:29.005726,2025-01-28 17:54:29.005727
Batch-379163,2024-07-15,Illumina,Asgard,2025-01-28 17:54:29.005745,2025-01-28 17:54:29.005746
Batch-517260,2024-07-23,nanopore,Narnia,2025-01-28 17:54:29.005764,2025-01-28 17:54:29.005764
Batch-448383,2025-01-13,Illumina,Hogwarts,2025-01-28 17:54:29.005787,2025-01-28 17:54:29.005787
Batch-420060,2023-11-29,Illumina,Hogwarts,2025-01-28 17:54:29.005811,2025-01-28 17:54:29.005811
Batch-422092,2024-03-05,Illumina,Agrabah,2025-01-28 17:54:29.005834,2025-01-28 17:54:29.005834
Batch-032164,2024-08-03,nanopore,Neverland,2025-01-28 17:54:29.005853,2025-01-28 17:54:29.005853
Batch-251670,2024-09-25,Illumina,Hogwarts,2025-01-28 17:54:29.005872,2025-01-28 17:54:29.005872
Batch-223696,2024-08-02,nanopore,Hogwarts,2025-01-28 17:54:29.005890,2025-01-28 17:54:29.005891
Batch-914208,2023-03-11,nanopore,Hogwarts,2025-01-28 17:54:29.005913,2025-01-28 17:54:29.005914
Batch-722121,2023-10-28,nanopore,Agrabah,2025-01-28 17:54:29.005933,2025-01-28 17:54:29.005933
Batch-841798,2024-03-25,nanopore,Wakanda,2025-01-28 17:54:29.005956,2025-01-28 17:54:29.005956
Batch-296342,2023-12-26,nanopore,Hogwarts,2025-01-28 17:54:29.005979,2025-01-28 17:54:29.005979
Batch-821795,2024-01-18,Illumina,Wakanda,2025-01-28 17:54:29.006001,2025-01-28 17:54:29.006002
Batch-462831,2023-08-07,Illumina,Hogwarts,2025-01-28 17:54:29.006020,2025-01-28 17:54:29.006021
Batch-160699,2024-03-01,nanopore,Agrabah,2025-01-28 17:54:29.006043,2025-01-28 17:54:29.006044
Batch-455944,2024-02-22,Illumina,Hogwarts,2025-01-28 17:54:29.006066,2025-01-28 17:54:29.006066
Batch-881626,2024-07-10,nanopore,Panem,2025-01-28 17:54:29.006085,2025-01-28 17:54:29.006086
Batch-624395,2024-04-11,nanopore,Hogwarts,2025-01-28 17:54:29.006105,2025-01-28 17:54:29.006106
Batch-941196,2023-10-25,Illumina,Hogwarts,2025-01-28 17:54:29.006124,2025-01-28 17:54:29.006125
Batch-245515,2024-09-18,nanopore,Asgard,2025-01-28 17:54:29.006144,2025-01-28 17:54:29.006144
Batch-075512,2024-06-10,nanopore,Hogwarts,2025-01-28 17:54:29.006162,2025-01-28 17:54:29.006163
Batch-088559,2023-09-24,Illumina,Narnia,2025-01-28 17:54:29.006182,2025-01-28 17:54:29.006182
Batch-786966,2024-02-24,Illumina,Gilead,2025-01-28 17:54:29.006205,2025-01-28 17:54:29.006206
Batch-796267,2024-08-31,nanopore,Narnia,2025-01-28 17:54:29.006224,2025-01-28 17:54:29.006225
Batch-659844,2023-11-24,nanopore,Hogwarts,2025-01-28 17:54:29.006247,2025-01-28 17:54:29.006248
Batch-693780,2023-04-13,Illumina,Hogwarts,2025-01-28 17:54:29.006266,2025-01-28 17:54:29.006267
Batch-923973,2023-11-17,nanopore,Hogwarts,2025-01-28 17:54:29.006289,2025-01-28 17:54:29.006290
Batch-586872,2024-06-19,Illumina,Hogwarts,2025-01-28 17:54:29.006308,2025-01-28 17:54:29.006308
Batch-804038,2023-12-28,Illumina,Hogwarts,2025-01-28 17:54:29.006331,2025-01-28 17:54:29.006331
Batch-794879,2024-06-26,nanopore,Hogwarts,2025-01-28 17:54:29.006349,2025-01-28 17:54:29.006350
Batch-475974,2023-06-17,Illumina,Hogwarts,2025-01-28 17:54:29.006368,2025-01-28 17:54:29.006369
Batch-023528,2024-09-05,nanopore,Asgard,2025-01-28 17:54:29.006387,2025-01-28 17:54:29.006388
Batch-778059,2024-08-25,nanopore,Narnia,2025-01-28 17:54:29.006405,2025-01-28 17:54:29.006406
Batch-935405,2023-03-02,Illumina,Narnia,2025-01-28 17:54:29.006428,2025-01-28 17:54:29.006429
Batch-592077,2024-12-29,Illumina,Hogwarts,2025-01-28 17:54:29.006451,2025-01-28 17:54:29.006452
Batch-784229,2023-07-21,Illumina,Narnia,2025-01-28 17:54:29.006470,2025-01-28 17:54:29.006470
Batch-583150,2024-11-23,nanopore,Hogwarts,2025-01-28 17:54:29.006492,2025-01-28 17:54:29.006493
Batch-444900,2024-04-30,Illumina,Narnia,2025-01-28 17:54:29.006511,2025-01-28 17:54:29.006512
Batch-911695,2024-03-28,nanopore,Agrabah,2025-01-28 17:54:29.006535,2025-01-28 17:54:29.006535
Batch-747982,2023-09-24,Illumina,Narnia,2025-01-28 17:54:29.006554,2025-01-28 17:54:29.006554
Batch-874027,2023-06-16,Illumina,Narnia,2025-01-28 17:54:29.006572,2025-01-28 17:54:29.006573
Batch-173552,2023-02-20,nanopore,Asgard,2025-01-28 17:54:29.006595,2025-01-28 17:54:29.006596
Batch-152327,2024-11-06,Illumina,Narnia,2025-01-28 17:54:29.006619,2025-01-28 17:54:29.006619
Batch-348112,2024-02-10,Illumina,Asgard,2025-01-28 17:54:29.006642,2025-01-28 17:54:29.006643
Batch-735883,2024-04-09,nanopore,Hogwarts,2025-01-28 17:54:29.006661,2025-01-28 17:54:29.006662
Batch-728344,2023-12-05,Illumina,Hogwarts,2025-01-28 17:54:29.006684,2025-01-28 17:54:29.006685
Batch-217221,2024-07-18,nanopore,Hogwarts,2025-01-28 17:54:29.006703,2025-01-28 17:54:29.006704
Batch-020612,2023-07-09,nanopore,Pandora,2025-01-28 17:54:29.006722,2025-01-28 17:54:29.006723
Batch-379830,2023-02-20,nanopore,Hogwarts,2025-01-28 17:54:29.006745,2025-01-28 17:54:29.006746
