ConsensusID,NCount,AmbiguousSites,NwAmb,NCountQC,NumAlignedReads,PctCoveredBases,SeqLength,QcScore,SequenceExclude,ManualExclude,Alpha,Beta,Gamma,Delta,Eta,Omicron,BA.1,BA.2,BG,BA.4,BA.5,BA.2.75,BF.7,WhoVariant,LineagesOfInterest,UnaliasedPango,SequencedSampleID,CurrentNextcladeID,CurrentPangolinID,IsCurrent,TimestampCreated,TimestampUpdated
Consensus-748479,184,0,184,MQ,,91.16,30378,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-972018,Nextclade-591068,Pangolin-421406,1,2025-01-29 15:10:15.593123,2025-01-29 15:10:15.593124
Consensus-825418,,,,Fail,,67.83,30161,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-784276,Nextclade-429396,Pangolin-862532,1,2025-01-29 15:10:15.593254,2025-01-29 15:10:15.593255
Consensus-609834,34,0,34,HQ,,99.67,29333,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-844077,Nextclade-004091,Pangolin-292863,1,2025-01-29 15:10:15.593383,2025-01-29 15:10:15.593384
Consensus-227186,137,2,139,MQ,,93.67,29318,,TooManyNs;ManuallyExcluded,Manually_Excluded_Sample,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-623154,Nextclade-845613,Pangolin-659250,1,2025-01-29 15:10:15.593513,2025-01-29 15:10:15.593514
Consensus-195126,14,0,14,HQ,,99.9,29383,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-658296,Nextclade-392154,Pangolin-919070,1,2025-01-29 15:10:15.593647,2025-01-29 15:10:15.593648
Consensus-730915,438,0,438,MQ,,94.03,30208,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-280699,Nextclade-656007,Pangolin-735755,1,2025-01-29 15:10:15.593779,2025-01-29 15:10:15.593780
Consensus-295467,2043,0,2043,MQ,,95.54,29379,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-286182,Nextclade-472539,Pangolin-856799,1,2025-01-29 15:10:15.593910,2025-01-29 15:10:15.593911
Consensus-196107,173,4,177,MQ,,95.93,29352,,,Manually_Excluded_Sample,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-143996,Nextclade-437665,Pangolin-965534,1,2025-01-29 15:10:15.594039,2025-01-29 15:10:15.594040
Consensus-926369,,,,Fail,,25.89,29661,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.9.2,SequencedSample-820563,Nextclade-793564,Pangolin-484525,1,2025-01-29 15:10:15.594171,2025-01-29 15:10:15.594172
Consensus-206677,671,0,671,MQ,,97.42,29830,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-770837,Nextclade-919485,Pangolin-358536,1,2025-01-29 15:10:15.594307,2025-01-29 15:10:15.594308
Consensus-809001,62,1,63,HQ,,99.77,29360,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-622973,Nextclade-843737,Pangolin-824380,1,2025-01-29 15:10:15.594439,2025-01-29 15:10:15.594440
Consensus-032781,165,0,165,MQ,,97.57,30048,,,Manually_Excluded_Run,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-256033,Nextclade-113767,Pangolin-880734,1,2025-01-29 15:10:15.594569,2025-01-29 15:10:15.594570
Consensus-577580,102,0,102,HQ,,99.9,29717,,,Manually_Excluded_Sample,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-422412,Nextclade-332610,Pangolin-478701,1,2025-01-29 15:10:15.594701,2025-01-29 15:10:15.594702
Consensus-827199,641,2,643,MQ,,95.44,30339,,,Manually_Excluded_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-667066,Nextclade-144408,Pangolin-670942,1,2025-01-29 15:10:15.594849,2025-01-29 15:10:15.594850
Consensus-042523,139,1,140,MQ,,90.84,29347,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.126,SequencedSample-987664,Nextclade-540311,Pangolin-976995,1,2025-01-29 15:10:15.594982,2025-01-29 15:10:15.594983
Consensus-261290,38,0,38,HQ,,99.62,29753,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-803808,Nextclade-348127,Pangolin-183371,1,2025-01-29 15:10:15.595112,2025-01-29 15:10:15.595113
Consensus-056103,62,0,62,HQ,,99.86,29433,,,Manually_Excluded_Plate,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-446349,Nextclade-517134,Pangolin-896959,1,2025-01-29 15:10:15.595250,2025-01-29 15:10:15.595251
Consensus-437806,157,0,157,MQ,,92.39,29887,,,Manually_Excluded_Plate,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-333306,Nextclade-711405,Pangolin-897054,1,2025-01-29 15:10:15.595382,2025-01-29 15:10:15.595383
Consensus-478138,198,3,201,MQ,,92.67,30317,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-552302,Nextclade-532901,Pangolin-190159,1,2025-01-29 15:10:15.595511,2025-01-29 15:10:15.595512
Consensus-635306,22,1,23,HQ,,99.75,29909,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.221,SequencedSample-528092,Nextclade-898786,Pangolin-425184,1,2025-01-29 15:10:15.595641,2025-01-29 15:10:15.595642
Consensus-439775,708,0,708,MQ,,95.45,30332,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-593112,Nextclade-433362,Pangolin-731125,1,2025-01-29 15:10:15.595777,2025-01-29 15:10:15.595778
Consensus-171378,11,0,11,HQ,,99.58,29924,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.160,SequencedSample-367874,Nextclade-952381,Pangolin-866697,1,2025-01-29 15:10:15.595908,2025-01-29 15:10:15.595909
Consensus-465823,61,2,63,HQ,,99.76,30335,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-887087,Nextclade-918880,Pangolin-805727,1,2025-01-29 15:10:15.596038,2025-01-29 15:10:15.596039
Consensus-824206,698,3,701,MQ,,96.55,29583,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.126,SequencedSample-137088,Nextclade-952012,Pangolin-515351,1,2025-01-29 15:10:15.596169,2025-01-29 15:10:15.596169
Consensus-636405,92,3,95,HQ,,99.61,29735,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-945213,Nextclade-864958,Pangolin-848419,1,2025-01-29 15:10:15.596298,2025-01-29 15:10:15.596299
Consensus-817291,112,0,112,HQ,,99.91,29403,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.5,SequencedSample-243826,Nextclade-162765,Pangolin-231110,1,2025-01-29 15:10:15.596432,2025-01-29 15:10:15.596434
Consensus-484641,32,1,33,HQ,,99.94,30065,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-184102,Nextclade-270546,Pangolin-557509,1,2025-01-29 15:10:15.596564,2025-01-29 15:10:15.596565
Consensus-068504,59,0,59,HQ,,99.89,30308,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-907672,Nextclade-396366,Pangolin-083187,1,2025-01-29 15:10:15.596694,2025-01-29 15:10:15.596695
Consensus-765096,179,0,179,MQ,,98.04,30326,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-526855,Nextclade-884242,Pangolin-851627,1,2025-01-29 15:10:15.596823,2025-01-29 15:10:15.596824
Consensus-255140,81,4,85,HQ,,99.7,29439,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-946770,Nextclade-879090,Pangolin-453263,1,2025-01-29 15:10:15.596965,2025-01-29 15:10:15.596966
Consensus-037202,206,1,207,MQ,,97.53,29569,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-970896,Nextclade-070666,Pangolin-743181,1,2025-01-29 15:10:15.597100,2025-01-29 15:10:15.597101
Consensus-094804,73,0,73,HQ,,99.96,29560,,,Manually_Excluded_Run,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-590609,Nextclade-628010,Pangolin-445680,1,2025-01-29 15:10:15.597229,2025-01-29 15:10:15.597230
Consensus-875735,124,2,126,HQ,,99.73,29369,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-581494,Nextclade-921806,Pangolin-906804,1,2025-01-29 15:10:15.597359,2025-01-29 15:10:15.597360
Consensus-248431,821,1,822,MQ,,99.17,29653,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-335214,Nextclade-722854,Pangolin-761091,1,2025-01-29 15:10:15.597494,2025-01-29 15:10:15.597495
Consensus-548239,172,2,174,MQ,,94.54,29755,,,Manually_Excluded_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-928333,Nextclade-741833,Pangolin-012179,1,2025-01-29 15:10:15.597626,2025-01-29 15:10:15.597626
Consensus-738617,17,0,17,HQ,,99.7,30251,,,Manually_Excluded_Sample,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1.17,SequencedSample-708026,Nextclade-082116,Pangolin-821037,1,2025-01-29 15:10:15.597756,2025-01-29 15:10:15.597757
Consensus-869445,78,0,78,HQ,,99.77,30291,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.42,SequencedSample-056811,Nextclade-215390,Pangolin-184463,1,2025-01-29 15:10:15.597890,2025-01-29 15:10:15.597891
Consensus-316984,57,0,57,HQ,,99.78,30018,,,Manually_Excluded_Sample,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-403721,Nextclade-791574,Pangolin-808412,1,2025-01-29 15:10:15.598024,2025-01-29 15:10:15.598025
Consensus-324874,353,0,353,MQ,,94.28,29888,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.126,SequencedSample-448494,Nextclade-232987,Pangolin-626745,1,2025-01-29 15:10:15.598154,2025-01-29 15:10:15.598155
Consensus-379263,344,0,344,MQ,,98.06,29305,,,Manually_Excluded_Run,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.7.1,SequencedSample-356216,Nextclade-065066,Pangolin-902704,1,2025-01-29 15:10:15.598283,2025-01-29 15:10:15.598284
Consensus-872175,706,0,706,MQ,,96.32,29942,,,Manually_Excluded_Run,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-282638,Nextclade-068031,Pangolin-344082,1,2025-01-29 15:10:15.598411,2025-01-29 15:10:15.598412
Consensus-385103,54,0,54,HQ,,99.61,29749,,,Manually_Excluded_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-834833,Nextclade-390068,Pangolin-526587,1,2025-01-29 15:10:15.598542,2025-01-29 15:10:15.598543
Consensus-204054,7,0,7,HQ,,99.73,29589,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-882282,Nextclade-676214,Pangolin-203000,1,2025-01-29 15:10:15.598678,2025-01-29 15:10:15.598679
Consensus-594211,166,1,167,MQ,,92.73,29818,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-909269,Nextclade-716818,Pangolin-294286,1,2025-01-29 15:10:15.598820,2025-01-29 15:10:15.598821
Consensus-106700,73,1,74,HQ,,99.8,29968,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-944672,Nextclade-220042,Pangolin-902419,1,2025-01-29 15:10:15.598950,2025-01-29 15:10:15.598951
Consensus-703498,125,0,125,HQ,,99.7,30127,,,Manually_Excluded_Run,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-502055,Nextclade-787909,Pangolin-302965,1,2025-01-29 15:10:15.599079,2025-01-29 15:10:15.599080
Consensus-140619,31,0,31,HQ,6244807,99.93,30317,Fail: Mixed strain,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.34.2,SequencedSample-299499,Nextclade-737267,Pangolin-606054,1,2025-01-29 15:10:15.599218,2025-01-29 15:10:15.599219
Consensus-671229,116,0,116,HQ,,99.91,30007,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,Eta,Eta,B.1.525,SequencedSample-261168,Nextclade-941047,Pangolin-786417,1,2025-01-29 15:10:15.599350,2025-01-29 15:10:15.599351
Consensus-068278,221,0,221,MQ,,90.16,29845,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-379182,Nextclade-832872,Pangolin-109926,1,2025-01-29 15:10:15.599484,2025-01-29 15:10:15.599485
Consensus-401791,1454,0,1454,MQ,,93.63,29463,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-062507,Nextclade-098459,Pangolin-206801,1,2025-01-29 15:10:15.599616,2025-01-29 15:10:15.599617
Consensus-859317,400,3,403,MQ,,98.57,30143,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-463868,Nextclade-814705,Pangolin-524162,1,2025-01-29 15:10:15.599747,2025-01-29 15:10:15.599748
Consensus-342388,446,0,446,MQ,,90.0,29508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.389,SequencedSample-375161,Nextclade-913318,Pangolin-125056,1,2025-01-29 15:10:15.599885,2025-01-29 15:10:15.599886
Consensus-633610,158,18,176,MQ,,91.43,30142,,,Manually_Excluded_Plate,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.70,SequencedSample-256884,Nextclade-067821,Pangolin-701132,1,2025-01-29 15:10:15.600015,2025-01-29 15:10:15.600016
Consensus-817068,61,3,64,HQ,,99.62,29986,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-291483,Nextclade-265601,Pangolin-969867,1,2025-01-29 15:10:15.600145,2025-01-29 15:10:15.600146
Consensus-566795,46,0,46,HQ,,100.0,30344,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-517213,Nextclade-667262,Pangolin-294897,1,2025-01-29 15:10:15.600279,2025-01-29 15:10:15.600280
Consensus-759894,187,0,187,MQ,,91.53,30195,,,Manually_Excluded_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.77,SequencedSample-777208,Nextclade-247013,Pangolin-643391,1,2025-01-29 15:10:15.600411,2025-01-29 15:10:15.600412
Consensus-885437,12,1,13,HQ,,99.76,29685,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-440589,Nextclade-028740,Pangolin-775704,1,2025-01-29 15:10:15.600541,2025-01-29 15:10:15.600542
Consensus-390821,215,1,216,MQ,,99.32,29372,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-671757,Nextclade-168939,Pangolin-384180,1,2025-01-29 15:10:15.600670,2025-01-29 15:10:15.600671
Consensus-041936,102,0,102,HQ,,99.65,30199,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-321966,Nextclade-321777,Pangolin-268919,1,2025-01-29 15:10:15.600806,2025-01-29 15:10:15.600807
Consensus-877633,370,1,371,MQ,,92.73,30241,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-573390,Nextclade-027985,Pangolin-945039,1,2025-01-29 15:10:15.600937,2025-01-29 15:10:15.600938
Consensus-804768,167,0,167,MQ,,97.69,29679,,,Manually_Excluded_Plate,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-679353,Nextclade-229134,Pangolin-907751,1,2025-01-29 15:10:15.601072,2025-01-29 15:10:15.601073
Consensus-512672,201,0,201,MQ,,93.23,29630,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.2,SequencedSample-816917,Nextclade-735369,Pangolin-224563,1,2025-01-29 15:10:15.601203,2025-01-29 15:10:15.601204
Consensus-622547,1084,1,1085,MQ,,97.16,29563,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-683157,Nextclade-779202,Pangolin-821974,1,2025-01-29 15:10:15.601332,2025-01-29 15:10:15.601333
Consensus-988576,182,0,182,MQ,,93.48,29769,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-369996,Nextclade-907224,Pangolin-613160,1,2025-01-29 15:10:15.601462,2025-01-29 15:10:15.601463
Consensus-047863,25,0,25,HQ,,99.57,30030,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-945572,Nextclade-674904,Pangolin-256154,1,2025-01-29 15:10:15.601594,2025-01-29 15:10:15.601595
Consensus-100477,70,2,72,HQ,,99.73,29335,,,Manually_Excluded_Plate,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-335323,Nextclade-844142,Pangolin-224677,1,2025-01-29 15:10:15.601728,2025-01-29 15:10:15.601729
Consensus-470808,57,0,57,HQ,,99.62,29960,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2,SequencedSample-197329,Nextclade-548596,Pangolin-932885,1,2025-01-29 15:10:15.601858,2025-01-29 15:10:15.601859
Consensus-193491,385,1,386,MQ,,94.42,29553,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177,SequencedSample-366374,Nextclade-082539,Pangolin-512142,1,2025-01-29 15:10:15.601989,2025-01-29 15:10:15.601990
Consensus-905568,269,3,272,MQ,,91.9,29444,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-262610,Nextclade-844800,Pangolin-076368,1,2025-01-29 15:10:15.602125,2025-01-29 15:10:15.602126
Consensus-461133,238,0,238,MQ,,90.51,30006,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.21,SequencedSample-269937,Nextclade-246440,Pangolin-471468,1,2025-01-29 15:10:15.602257,2025-01-29 15:10:15.602258
Consensus-806464,109,4,113,HQ,,99.67,29696,,,Manually_Excluded_Plate,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1.15.1,SequencedSample-828163,Nextclade-716293,Pangolin-295837,1,2025-01-29 15:10:15.602391,2025-01-29 15:10:15.602392
Consensus-136722,456,4,460,MQ,,93.02,29547,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-323121,Nextclade-107140,Pangolin-051729,1,2025-01-29 15:10:15.602520,2025-01-29 15:10:15.602521
Consensus-933204,219,1,220,MQ,,95.63,30131,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-548967,Nextclade-756869,Pangolin-232031,1,2025-01-29 15:10:15.602656,2025-01-29 15:10:15.602657
Consensus-277744,408,0,408,MQ,,98.37,30262,,,Manually_Excluded_Run,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.121,SequencedSample-537027,Nextclade-478668,Pangolin-026821,1,2025-01-29 15:10:15.602787,2025-01-29 15:10:15.602788
Consensus-580794,72,0,72,HQ,,99.65,29969,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-237294,Nextclade-171758,Pangolin-332295,1,2025-01-29 15:10:15.602917,2025-01-29 15:10:15.602917
Consensus-160479,1477,0,1477,MQ,,92.62,30395,,,Manually_Excluded_Run,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-989873,Nextclade-940295,Pangolin-366788,1,2025-01-29 15:10:15.603046,2025-01-29 15:10:15.603047
Consensus-708316,225,1,226,MQ,,95.79,30377,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-102087,Nextclade-241909,Pangolin-263856,1,2025-01-29 15:10:15.603179,2025-01-29 15:10:15.603180
Consensus-091901,421,1,422,MQ,,90.99,29987,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-626204,Nextclade-144383,Pangolin-218651,1,2025-01-29 15:10:15.603309,2025-01-29 15:10:15.603310
Consensus-823947,92,0,92,HQ,,99.75,30016,,,Manually_Excluded_Run,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-288511,Nextclade-868829,Pangolin-286835,1,2025-01-29 15:10:15.603438,2025-01-29 15:10:15.603439
Consensus-400089,50,0,50,HQ,,99.91,30305,,,Manually_Excluded_Run,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-219707,Nextclade-999047,Pangolin-275086,1,2025-01-29 15:10:15.603566,2025-01-29 15:10:15.603567
Consensus-361445,274,1,275,MQ,,98.53,29351,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-985467,Nextclade-867184,Pangolin-109851,1,2025-01-29 15:10:15.603702,2025-01-29 15:10:15.603703
Consensus-160142,533,6,539,MQ,,97.32,29609,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.6,SequencedSample-133374,Nextclade-342069,Pangolin-718052,1,2025-01-29 15:10:15.603834,2025-01-29 15:10:15.603835
Consensus-479577,23,2,25,HQ,,99.91,30341,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2,SequencedSample-201074,Nextclade-243695,Pangolin-824943,1,2025-01-29 15:10:15.603964,2025-01-29 15:10:15.603965
Consensus-028570,64,8,72,HQ,,99.66,29780,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.221,SequencedSample-503243,Nextclade-609994,Pangolin-533932,1,2025-01-29 15:10:15.604099,2025-01-29 15:10:15.604100
Consensus-584798,65,0,65,HQ,,99.62,29913,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-917360,Nextclade-539056,Pangolin-047685,1,2025-01-29 15:10:15.604230,2025-01-29 15:10:15.604231
Consensus-155913,443,1,444,MQ,,95.79,29630,,MixedStrain;ManuallyExcluded,Manually_Excluded_Run,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-829062,Nextclade-836382,Pangolin-513573,1,2025-01-29 15:10:15.604359,2025-01-29 15:10:15.604360
Consensus-820114,171,0,171,MQ,,92.19,29832,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.5,SequencedSample-458819,Nextclade-133720,Pangolin-673691,1,2025-01-29 15:10:15.604495,2025-01-29 15:10:15.604496
Consensus-106018,158,0,158,MQ,,90.28,30343,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.12,SequencedSample-476324,Nextclade-474684,Pangolin-746019,1,2025-01-29 15:10:15.604626,2025-01-29 15:10:15.604627
Consensus-992454,115,1,116,HQ,,99.68,30117,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-849181,Nextclade-729820,Pangolin-107918,1,2025-01-29 15:10:15.604763,2025-01-29 15:10:15.604764
Consensus-916085,100,0,100,HQ,,99.71,29872,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-940258,Nextclade-237987,Pangolin-531406,1,2025-01-29 15:10:15.604894,2025-01-29 15:10:15.604895
Consensus-620630,58,1,59,HQ,,99.61,29541,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-207770,Nextclade-207328,Pangolin-991029,1,2025-01-29 15:10:15.605030,2025-01-29 15:10:15.605031
Consensus-210624,340,0,340,MQ,,99.18,29701,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.126,SequencedSample-029320,Nextclade-521631,Pangolin-895980,1,2025-01-29 15:10:15.605162,2025-01-29 15:10:15.605162
Consensus-213747,72,5,77,HQ,,99.87,30045,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-522386,Nextclade-540608,Pangolin-856942,1,2025-01-29 15:10:15.605292,2025-01-29 15:10:15.605292
Consensus-037977,18,0,18,HQ,,99.83,29380,,MixedStrain,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.129,SequencedSample-025190,Nextclade-607513,Pangolin-770743,1,2025-01-29 15:10:15.605427,2025-01-29 15:10:15.605428
Consensus-431047,229,1,230,MQ,,95.47,29787,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.12,SequencedSample-045000,Nextclade-529444,Pangolin-887134,1,2025-01-29 15:10:15.605565,2025-01-29 15:10:15.605566
Consensus-247571,94,0,94,HQ,,99.82,30292,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.6,SequencedSample-088991,Nextclade-602309,Pangolin-855280,1,2025-01-29 15:10:15.605697,2025-01-29 15:10:15.605697
Consensus-295121,169,0,169,MQ,,94.95,29476,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-491947,Nextclade-248695,Pangolin-238105,1,2025-01-29 15:10:15.605826,2025-01-29 15:10:15.605827
Consensus-129036,,,,Fail,,75.52,30127,,MixedStrain,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-735448,Nextclade-297263,Pangolin-865170,1,2025-01-29 15:10:15.605961,2025-01-29 15:10:15.605962
Consensus-873085,223,0,223,MQ,,93.95,30377,,,Manually_Excluded_Plate,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-093059,Nextclade-603141,Pangolin-408042,1,2025-01-29 15:10:15.606091,2025-01-29 15:10:15.606092
Consensus-033627,170,0,170,MQ,,96.04,30169,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2,SequencedSample-742398,Nextclade-713299,Pangolin-982880,1,2025-01-29 15:10:15.606221,2025-01-29 15:10:15.606222
