BatchSource,DateSampling,WhoVariant,LineagesOfInterest,lineage,UnaliasedPango,Nextclade_pango,clade,weight
Hogwarts,2020-11-23,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),20
Panem,2020-11-23,NULL,NULL,B.1.1,B.1.1.44,B.1.1.44,20B,1
Panem,2020-11-23,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,2
Hogwarts,2020-11-23,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,3
Panem,2020-11-23,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,15
Panem,2020-11-23,NULL,NULL,B.1.1.170,B.1.1.170,B.1.1.170,20B,1
Hogwarts,2020-11-23,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,1
Panem,2020-11-23,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),29
Panem,2020-11-23,NULL,NULL,B.1,B.1,B.1,20A,7
Panem,2020-11-23,NULL,NULL,B.1.1.44,B.1.1.44,B.1.1.44,20B,1
Hogwarts,2020-11-23,NULL,NULL,B.1.177.86,B.1.177.86,B.1.177.86,20E (EU1),3
Panem,2020-11-23,NULL,NULL,B.1.36.25,B.1.36,B.1.36,20A,6
Middle-Earth,2020-11-23,NULL,NULL,B.1.177.81,B.1.177.81,B.1.177.81,20E (EU1),2
Hogwarts,2020-11-23,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,2
Panem,2020-11-23,NULL,NULL,B.1.1.302,B.1.1.302,B.1.1.302,20B,6
Panem,2020-11-23,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,1
Panem,2020-11-23,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,24
Middle-Earth,2020-11-23,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),8
Panem,2020-11-23,NULL,NULL,B.1.36,B.1.36.9,B.1.36.9,20A,1
Panem,2020-11-23,NULL,NULL,B.1.536,B.1,B.1,20A,5
Hogwarts,2020-11-23,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,3
Panem,2020-11-23,NULL,NULL,C.35,B.1.1.1.35,C.35,20D,2
Hogwarts,2020-11-23,NULL,NULL,B.1.177.50,B.1.177.81,B.1.177.81,20E (EU1),1
Hogwarts,2020-11-23,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),1
Hogwarts,2020-11-23,NULL,NULL,B.1.1.486,B.1.1.486,B.1.1.486,20B,1
Panem,2020-11-23,NULL,NULL,B.1,B.1.177,B.1.177,20E (EU1),2
Hogwarts,2020-11-23,NULL,NULL,B.1.177.81,B.1.177.81,B.1.177.81,20E (EU1),3
Pandora,2020-11-23,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,1
Hogwarts,2020-11-23,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,2
Panem,2020-11-23,NULL,NULL,B.1.406,B.1,B.1,20A,3
Panem,2020-11-23,NULL,NULL,D.5,B.1.1,B.1.1,20B,1
Panem,2020-11-23,NULL,NULL,B.1.177.42,B.1.177.35,B.1.177.35,20E (EU1),2
Hogwarts,2020-11-23,NULL,NULL,B.1.160.8,B.1.160,B.1.160,20A,2
Panem,2020-11-23,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,7
Hogwarts,2020-11-23,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,14
Panem,2020-11-23,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),3
Panem,2020-11-23,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),63
Middle-Earth,2020-11-23,NULL,NULL,NULL,NULL,NULL,NULL,8
Panem,2020-11-23,NULL,NULL,B.1.177.41,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-23,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,21
Hogwarts,2020-11-23,NULL,NULL,B.1.127,B.1,B.1,20A,2
Panem,2020-11-23,NULL,NULL,B.1.1,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-23,NULL,NULL,B.1,B.1.1.298,B.1.1.298,20B,1
Panem,2020-11-23,NULL,NULL,B.1.2,B.1.2,B.1.2,20G,1
Middle-Earth,2020-11-23,NULL,NULL,B.1.177.70,B.1.177,B.1.177,20E (EU1),2
Panem,2020-11-23,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,1
Panem,2020-11-23,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,13
Hogwarts,2020-11-23,NULL,NULL,AD.1,B.1.1.315.2,AD.2,20B,1
Hogwarts,2020-11-23,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),5
Hogwarts,2020-11-23,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,3
Panem,2020-11-23,NULL,NULL,B.1.177.70,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-23,NULL,NULL,NULL,NULL,NULL,NULL,100
Hogwarts,2020-11-24,NULL,NULL,B.1.565,B.1.565,B.1.565,20A,1
Hogwarts,2020-11-24,NULL,NULL,B.1.177.86,B.1.177.86,B.1.177.86,20E (EU1),1
Panem,2020-11-24,NULL,NULL,B.1.177.21,B.1.177,B.1.177,20E (EU1),2
Panem,2020-11-24,NULL,NULL,C.35,B.1.1.1.35,C.35,20D,2
Panem,2020-11-24,NULL,NULL,B.1.1.294,B.1.1.294,B.1.1.294,20B,3
Middle-Earth,2020-11-24,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),6
Panem,2020-11-24,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,2
Hogwarts,2020-11-24,NULL,NULL,B.1.398,B.1.398,B.1.398,20A,1
Middle-Earth,2020-11-24,NULL,NULL,NULL,NULL,NULL,NULL,24
Panem,2020-11-24,NULL,NULL,B.1.1,B.1,B.1,20A,1
Hogwarts,2020-11-24,NULL,NULL,B.1.131,B.1,B.1,20A,1
Panem,2020-11-24,NULL,NULL,B.1.127,B.1,B.1,20A,13
Panem,2020-11-24,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,6
Hogwarts,2020-11-24,NULL,NULL,B.1,B.1.258,B.1.258,20A,6
Panem,2020-11-24,NULL,NULL,B.1.177.42,B.1.177.35,B.1.177.35,20E (EU1),3
Hogwarts,2020-11-24,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),28
Hogwarts,2020-11-24,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,7
Panem,2020-11-24,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),33
Panem,2020-11-24,NULL,NULL,B.1.160.17,B.1.160,B.1.160,20A,2
Hogwarts,2020-11-24,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),1
Middle-Earth,2020-11-24,NULL,NULL,B.1.36.25,B.1,B.1,20A,2
Panem,2020-11-24,NULL,NULL,B.1.1.302,B.1.1.302,B.1.1.302,20B,2
Hogwarts,2020-11-24,NULL,NULL,B.1.1.159,B.1.1.159,B.1.1.159,20B,1
Hogwarts,2020-11-24,NULL,NULL,B.1.177.87,B.1.177.87,B.1.177.87,20E (EU1),1
Panem,2020-11-24,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),1
Panem,2020-11-24,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,2
Panem,2020-11-24,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),2
Hogwarts,2020-11-24,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,3
Hogwarts,2020-11-24,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,6
Hogwarts,2020-11-24,NULL,NULL,B.1.536,B.1,B.1,20A,1
Panem,2020-11-24,NULL,NULL,B.1.2,B.1.2,B.1.2,20G,1
Middle-Earth,2020-11-24,NULL,NULL,B.1.177.81,B.1.177.81,B.1.177.81,20E (EU1),2
Middle-Earth,2020-11-24,NULL,NULL,B.1.177.42,B.1.177,B.1.177,20E (EU1),2
Hogwarts,2020-11-24,NULL,NULL,B.1.177.82,B.1.177.82,B.1.177.82,20E (EU1),3
Panem,2020-11-24,NULL,NULL,NULL,NULL,NULL,NULL,107
Middle-Earth,2020-11-24,NULL,NULL,B.1.1.302,B.1.1.302,B.1.1.302,20B,2
Hogwarts,2020-11-24,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),5
Panem,2020-11-24,NULL,NULL,B.1.398,B.1.398,B.1.398,20A,2
Hogwarts,2020-11-24,NULL,NULL,U.2,B.1.177.60,B.1.177.60,20E (EU1),1
Panem,2020-11-24,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,2
Hogwarts,2020-11-24,NULL,NULL,AD.1,B.1.1.315.2,AD.2,20B,4
Hogwarts,2020-11-24,NULL,NULL,B.1.1.377,B.1,B.1,20A,2
Hogwarts,2020-11-24,NULL,NULL,B.1.177.35,B.1.177.35,B.1.177.35,20E (EU1),2
Hogwarts,2020-11-24,NULL,NULL,B.1.36,B.1.36,B.1.36,20A,1
Hogwarts,2020-11-24,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,2
Panem,2020-11-24,NULL,NULL,B.1.177.60,B.1.177.60,B.1.177.60,20E (EU1),2
Panem,2020-11-24,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,14
Hogwarts,2020-11-24,NULL,NULL,B.1.1.241,B.1.1.241,B.1.1.241,20B,1
Panem,2020-11-24,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,14
Hogwarts,2020-11-24,NULL,NULL,C.30.1,B.1.1.1,B.1.1.1,20D,1
Hogwarts,2020-11-24,NULL,NULL,B.1.88.1,B.1.391,B.1.391,20A,1
Panem,2020-11-24,NULL,NULL,B.1.177.82,B.1.177.82,B.1.177.82,20E (EU1),1
Panem,2020-11-24,NULL,NULL,B.1,B.1,B.1,20A,11
Hogwarts,2020-11-24,NULL,NULL,B.1.2,B.1.2,B.1.2,20G,2
Hogwarts,2020-11-24,NULL,NULL,B.1.177.21,B.1.177,B.1.177,20E (EU1),2
Hogwarts,2020-11-24,NULL,NULL,B.1.177.42,B.1.177.35,B.1.177.35,20E (EU1),1
Hogwarts,2020-11-24,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,12
Panem,2020-11-24,NULL,NULL,B.1.160.8,B.1.160,B.1.160,20A,1
Hogwarts,2020-11-24,NULL,NULL,B.1.160.8,B.1.160,B.1.160,20A,4
Hogwarts,2020-11-24,NULL,NULL,B.1,B.1.36,B.1.36,20A,1
Panem,2020-11-24,NULL,NULL,B.1.177.70,B.1.177,B.1.177,20E (EU1),4
Pandora,2020-11-24,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,1
Hogwarts,2020-11-24,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,1
Hogwarts,2020-11-24,NULL,NULL,B.1.1.302,B.1.1.302,B.1.1.302,20B,5
Hogwarts,2020-11-24,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,19
Panem,2020-11-24,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,7
Panem,2020-11-24,NULL,NULL,B.1.36.25,B.1.468,B.1.468,20A,1
Panem,2020-11-24,NULL,NULL,C.30.1,B.1.1.1,B.1.1.1,20D,1
Hogwarts,2020-11-24,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,3
Panem,2020-11-24,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),7
Hogwarts,2020-11-24,NULL,NULL,NULL,NULL,NULL,NULL,97
Hogwarts,2020-11-24,NULL,NULL,B.1.160.17,B.1.160,B.1.160,20A,7
Hogwarts,2020-11-24,NULL,NULL,B.1.177.81,B.1.177.81,B.1.177.81,20E (EU1),2
Hogwarts,2020-11-24,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,3
Panem,2020-11-24,NULL,NULL,B.1.177.35,B.1.177.35,B.1.177.35,20E (EU1),1
Panem,2020-11-24,NULL,NULL,B.1.1.241,B.1.1.241,B.1.1.241,20B,1
Panem,2020-11-24,NULL,NULL,B.1.1.153,B.1.1.153,B.1.1.153,20B,4
Hogwarts,2020-11-24,NULL,NULL,B.1.177.70,B.1.177,B.1.177,20E (EU1),3
Panem,2020-11-24,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),13
Panem,2020-11-24,NULL,NULL,B.1.36.25,B.1.36,B.1.36,20A,3
Hogwarts,2020-11-24,NULL,NULL,B.1,B.1.221,B.1.221,20A,1
Panem,2020-11-24,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,6
Panem,2020-11-24,NULL,NULL,B.1,B.1.258.3,B.1.258.3,20A,1
Hogwarts,2020-11-24,NULL,NULL,B.1.127,B.1,B.1,20A,1
Panem,2020-11-24,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,5
Panem,2020-11-24,NULL,NULL,B.1.177.81,B.1.177.81,B.1.177.81,20E (EU1),2
Hogwarts,2020-11-24,NULL,NULL,B.1.88.1,B.1.558,B.1.558,20A,2
Panem,2020-11-24,NULL,NULL,B.1.36,B.1.36,B.1.36,20A,1
Panem,2020-11-24,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,5
Hogwarts,2020-11-24,NULL,NULL,B.1.36.25,B.1.36,B.1.36,20A,5
Hogwarts,2020-11-24,Alpha,Alpha,B.1.1.70,B.1.1.70,B.1.1.70,20B,14
Hogwarts,2020-11-25,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),8
Panem,2020-11-25,NULL,NULL,B.1.177.35,B.1.177.35,B.1.177.35,20E (EU1),4
Panem,2020-11-25,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),19
Hogwarts,2020-11-25,NULL,NULL,B.1.177.60,B.1.177.60,B.1.177.60,20E (EU1),1
Hogwarts,2020-11-25,NULL,NULL,B.1.131,B.1,B.1,20A,2
Hogwarts,2020-11-25,NULL,NULL,B.1.177.21,B.1.177,B.1.177,20E (EU1),2
Hogwarts,2020-11-25,NULL,NULL,B.1.1.170,B.1.1.170,B.1.1.170,20B,1
Middle-Earth,2020-11-25,NULL,NULL,B.1.1.153,B.1.1.153,B.1.1.153,20B,2
Panem,2020-11-25,NULL,NULL,B.1.36.25,B.1.36,B.1.36,20A,2
Hogwarts,2020-11-25,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),2
Panem,2020-11-25,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),3
Panem,2020-11-25,NULL,NULL,B.1.1.153,B.1.1.153,B.1.1.153,20B,2
Panem,2020-11-25,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,4
Panem,2020-11-25,NULL,NULL,NULL,NULL,NULL,NULL,74
Middle-Earth,2020-11-25,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,2
Panem,2020-11-25,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Hogwarts,2020-11-25,NULL,NULL,B.1,B.1,B.1,20A,1
Panem,2020-11-25,NULL,NULL,B.1.1.219,B.1.1,B.1.1,20B,1
Hogwarts,2020-11-25,NULL,NULL,B.1.36,B.1.36,B.1.36,20A,4
Hogwarts,2020-11-25,NULL,NULL,B.1.1,B.1.1.44,B.1.1.44,20B,1
Hogwarts,2020-11-25,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,1
Panem,2020-11-25,NULL,NULL,B.1.2,B.1.2,B.1.2,20G,1
Hogwarts,2020-11-25,NULL,NULL,B.1.127,B.1,B.1,20A,2
Panem,2020-11-25,NULL,NULL,B.1.398,B.1.398,B.1.398,20A,2
Middle-Earth,2020-11-25,NULL,NULL,NULL,NULL,NULL,NULL,6
Hogwarts,2020-11-25,NULL,NULL,B.1.258.11,B.1.258,B.1.258,20A,1
Panem,2020-11-25,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,6
Panem,2020-11-25,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-25,NULL,NULL,B.1.160.8,B.1.160,B.1.160,20A,2
Hogwarts,2020-11-25,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,7
Hogwarts,2020-11-25,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,11
Hogwarts,2020-11-25,NULL,NULL,B.1.36.1,B.1.36.1,B.1.36.1,20A,1
Panem,2020-11-25,NULL,NULL,B.1,B.1,B.1,20A,9
Hogwarts,2020-11-25,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,7
Hogwarts,2020-11-25,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,1
Hogwarts,2020-11-25,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,6
Hogwarts,2020-11-25,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),28
Panem,2020-11-25,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,1
Hogwarts,2020-11-25,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,1
Middle-Earth,2020-11-25,NULL,NULL,B.1.36.25,B.1,B.1,20A,2
Hogwarts,2020-11-25,NULL,NULL,B.1.160.17,B.1.160,B.1.160,20A,7
Hogwarts,2020-11-25,NULL,NULL,B.1.177.86,B.1.177.86,B.1.177.86,20E (EU1),1
Hogwarts,2020-11-25,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,3
Panem,2020-11-25,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,1
Panem,2020-11-25,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),14
Hogwarts,2020-11-25,NULL,NULL,B.1.536,B.1,B.1,20A,1
Hogwarts,2020-11-25,NULL,NULL,B.1.1.219,B.1.1,B.1.1,20B,4
Panem,2020-11-25,NULL,NULL,B.1.177.70,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-25,NULL,NULL,B.1.1.294,B.1.1.294,B.1.1.294,20B,3
Hogwarts,2020-11-25,Alpha,Alpha,B.1.1.70,B.1.1.70,B.1.1.70,20B,6
Middle-Earth,2020-11-25,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,4
Hogwarts,2020-11-25,NULL,NULL,B.1.1.347,B.1.1,B.1.1,20B,1
Panem,2020-11-25,Alpha,Alpha,B.1.1.70,B.1.1.70,B.1.1.70,20B,2
Hogwarts,2020-11-25,NULL,NULL,AD.1,B.1.1.315.2,AD.2,20B,2
Panem,2020-11-25,NULL,NULL,B.1.127,B.1,B.1,20A,7
Pandora,2020-11-25,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,3
Gilead,2020-11-25,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,1
Panem,2020-11-25,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,5
Hogwarts,2020-11-25,NULL,NULL,B.1.160.8,B.1.160,B.1.160,20A,1
Hogwarts,2020-11-25,NULL,NULL,NULL,NULL,NULL,NULL,82
Middle-Earth,2020-11-25,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),8
Panem,2020-11-25,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,4
Panem,2020-11-25,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,2
Gilead,2020-11-25,NULL,NULL,NULL,NULL,NULL,NULL,2
Panem,2020-11-25,NULL,NULL,B.1.177.60,B.1.177.60,B.1.177.60,20E (EU1),1
Panem,2020-11-26,NULL,NULL,B.1,B.1.1.277,B.1.1.277,20B,1
Panem,2020-11-26,NULL,NULL,B.1.1.433,B.1.1.433,B.1.1.433,20B,1
Panem,2020-11-26,NULL,NULL,B.1.177.82,B.1.177.82,B.1.177.82,20E (EU1),2
Panem,2020-11-26,NULL,NULL,B.1.177.42,B.1.177.35,B.1.177.35,20E (EU1),2
Hogwarts,2020-11-26,NULL,NULL,C.30.1,B.1.1.1,B.1.1.1,20D,4
Panem,2020-11-26,NULL,NULL,U.2,B.1.177.60,B.1.177.60,20E (EU1),1
Hogwarts,2020-11-26,NULL,NULL,NULL,NULL,NULL,NULL,89
Hogwarts,2020-11-26,NULL,NULL,AD.1,B.1.1.315.2,AD.2,20B,1
Panem,2020-11-26,NULL,NULL,B.1.595,B.1,B.1,20C,1
Panem,2020-11-26,NULL,NULL,B.1.36.9,B.1.36.9,B.1.36.9,20A,1
Hogwarts,2020-11-26,NULL,NULL,B.1.127,B.1,B.1,20A,2
Panem,2020-11-26,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,9
Panem,2020-11-26,NULL,NULL,B.1.1.485,B.1.1.485,B.1.1.485,20B,2
Panem,2020-11-26,NULL,NULL,B.1.1,B.1.1.485,B.1.1.485,20B,1
Panem,2020-11-26,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,15
Panem,2020-11-26,NULL,NULL,B.1.565,B.1.565,B.1.565,20A,1
Hogwarts,2020-11-26,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),2
Hogwarts,2020-11-26,NULL,NULL,B.1.177.42,B.1.177.35,B.1.177.35,20E (EU1),4
Panem,2020-11-26,NULL,NULL,C.30.1,B.1.1.1,B.1.1.1,20D,1
Hogwarts,2020-11-26,NULL,NULL,B.1,B.1,B.1,20A,2
Panem,2020-11-26,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),19
Pandora,2020-11-26,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,2
Middle-Earth,2020-11-26,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),16
Hogwarts,2020-11-26,NULL,NULL,B.1.160.8,B.1.160,B.1.160,20A,2
Panem,2020-11-26,NULL,NULL,B.1.258.16,B.1.258,B.1.258,20A,1
Panem,2020-11-26,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,11
Hogwarts,2020-11-26,NULL,NULL,B.1.36,B.1.36,B.1.36,20A,1
Panem,2020-11-26,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,2
Panem,2020-11-26,NULL,NULL,B.1.22,B.1.22,B.1.22,20A,1
Hogwarts,2020-11-26,NULL,NULL,B.1.88.1,B.1.558,B.1.558,20A,2
Hogwarts,2020-11-26,Alpha,Alpha,B.1.1.70,B.1.1.70,B.1.1.70,20B,8
Panem,2020-11-26,NULL,NULL,B.1.177.60,B.1.177.60,B.1.177.60,20E (EU1),1
Hogwarts,2020-11-26,NULL,NULL,B.1.565,B.1.565,B.1.565,20A,1
Panem,2020-11-26,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",1
Hogwarts,2020-11-26,NULL,NULL,B.1.1.315,B.1.1.315.2,AD.2,20B,2
Panem,2020-11-26,NULL,NULL,B.1.2,B.1.2,B.1.2,20G,1
Hogwarts,2020-11-26,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,2
Panem,2020-11-26,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-26,NULL,NULL,B.1.1.347,B.1.1,B.1.1,20B,1
Hogwarts,2020-11-26,NULL,NULL,B.1.36.25,B.1.36,B.1.36,20A,6
Panem,2020-11-26,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,2
Panem,2020-11-26,NULL,NULL,B.1.1.219,B.1.1,B.1.1,20B,3
Panem,2020-11-26,NULL,NULL,B.1.131,B.1,B.1,20A,1
Hogwarts,2020-11-26,NULL,NULL,B.1,B.1.36,B.1.36,20A,1
Panem,2020-11-26,NULL,NULL,B.1.88.1,B.1.558,B.1.558,20A,1
Panem,2020-11-26,NULL,NULL,B.1.160.8,B.1.160,B.1.160,20A,2
Hogwarts,2020-11-26,NULL,NULL,B.1.36.8,B.1.36.8,B.1.36.8,20A,2
Panem,2020-11-26,NULL,NULL,B.1.36,B.1.468,B.1.468,20A,1
Panem,2020-11-26,NULL,NULL,B.1.389,B.1.389,B.1.389,20A,1
Panem,2020-11-26,NULL,NULL,B.1,B.1,B.1,20A,14
Panem,2020-11-26,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,6
Panem,2020-11-26,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),7
Panem,2020-11-26,NULL,NULL,B.1.177.86,B.1.177.86,B.1.177.86,20E (EU1),2
Panem,2020-11-26,NULL,NULL,B.1.1,B.1.1.44,B.1.1.44,20B,1
Hogwarts,2020-11-26,NULL,NULL,B.1.160.17,B.1.160,B.1.160,20A,8
Hogwarts,2020-11-26,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),2
Panem,2020-11-26,NULL,NULL,B.1.160.17,B.1.160,B.1.160,20A,3
Panem,2020-11-26,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),69
Panem,2020-11-26,NULL,NULL,AD.1,B.1.1.315.2,AD.2,20B,3
Panem,2020-11-26,NULL,NULL,B.1,B,B,19A,1
Panem,2020-11-26,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,11
Panem,2020-11-26,NULL,NULL,B.1.406,B.1,B.1,20A,2
Panem,2020-11-26,NULL,NULL,B.1.1.153,B.1.1.153,B.1.1.153,20B,8
Hogwarts,2020-11-26,NULL,NULL,B.1.1.219,B.1.1,B.1.1,20B,1
Panem,2020-11-26,NULL,NULL,B.1.177.21,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-26,NULL,NULL,B.1.177.70,B.1.177,B.1.177,20E (EU1),1
Panem,2020-11-26,NULL,NULL,B.1.258.19,B.1.258,B.1.258,20A,4
Hogwarts,2020-11-26,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,4
Hogwarts,2020-11-26,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,12
Middle-Earth,2020-11-26,NULL,NULL,NULL,NULL,NULL,NULL,14
Panem,2020-11-26,NULL,NULL,B.1.36.25,B.1.36,B.1.36,20A,2
Panem,2020-11-26,NULL,NULL,NULL,NULL,NULL,NULL,112
Hogwarts,2020-11-26,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,1
Hogwarts,2020-11-26,NULL,NULL,B.1.1.433,B.1.1.433,B.1.1.433,20B,1
Hogwarts,2020-11-26,NULL,NULL,B.1.1.377,B.1.1,B.1.1,20B,3
Panem,2020-11-26,NULL,NULL,B.1.160,B.1,B.1,20A,1
Panem,2020-11-26,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,18
Panem,2020-11-26,NULL,NULL,B.1.1.298,B.1,B.1,20A,1
Panem,2020-11-26,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,10
Hogwarts,2020-11-26,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),22
Panem,2020-11-26,Alpha,Alpha,B.1.1.70,B.1.1.70,B.1.1.70,20B,3
Panem,2020-11-26,NULL,NULL,B.1.536,B.1,B.1,20A,1
Hogwarts,2020-11-26,NULL,NULL,B.1.36.25,B.1,B.1,20A,2
Panem,2020-11-26,NULL,NULL,B.1.1.317,B.1.1.317,B.1.1.317,20B,1
Hogwarts,2020-11-26,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,12
Panem,2020-11-26,Alpha,Alpha,B.1.1,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",1
Hogwarts,2020-11-26,NULL,NULL,B.1.177.86,B.1.177.86,B.1.177.86,20E (EU1),1
Panem,2020-11-26,NULL,NULL,B.1.127,B.1,B.1,20A,5
Hogwarts,2020-11-26,NULL,NULL,C.30.1,B.1.1.372,B.1.1.372,20B,1
Panem,2020-11-26,NULL,NULL,B.1.1,B.1,B.1,20A,3
Hogwarts,2020-11-27,NULL,NULL,B.1.1.302,B.1.1.302,B.1.1.302,20B,1
